rating,title,review
5,Excellent Hotel!,"The hotel is lovely but, most importantly, the staff are warm, welcoming and very helpful! The hotel restaurants serve delicious food. Also, the hotel is well-situated close to restaurants and other shops."
5,JW Marriott Austin,JW Austin is centrally located in downtown. Customer Service fron start to end is always top notch . The restaurant managers & staff are always friendly and provide excellent service. Always my first recommendation to friends and family.
5,Downtown stay SLC,My stay in Salt Lake City was made even more enjoyable by the facilities and staff. Sara at the front desk went above and beyond to make me feel welcomed and appreciated. The rooms were great and the bed and pillows were wonderful’
5,rev,"All around excellent service, response, clean. Prices for food, though are exorbitant even by San Francisco standards! Conference staff well trained but again, costs of equipment, etc. really high. Not sure how many groups can afford this place even tho it is excellent"
2,So many disappointments,"Can at check-in did a great job. I asked questions about our stay he could not answer, like where our meeting room was. It took several conversations before we finally found out, more conversations to get access to it, etc. I was supposed to have breakfast vouchers, which took till the last minute to finally get, and only after repeated conversations. It appeared that people in management did not inform the people actually delivering the services. Both breakfasts, the server accepted my hotel-issued voucher and said they would have to check with their manager. An over-priced box lunch marked “gluten-free” included a cookie and pasta salad that were not gluten-free (only the sandwich bread was). The room was standard for a conference hotel. So many unnecessary frustrations and disappointments."
2,Asked for an easy favor and they would not oblige.,"I traveled for a conference. The corporate rate was $299/night. When I went on to my Bonvoy app, the rate was @ $239. When I asked if I could have that rate when I checked in, they refused. As a good elite member, I thought my request was reasonable. I’m disappointed."
5,Fantastic hotel,"Loved this hotel - the public spaces were sleek but cozy, modern but accommodating.The bathroom was spacious and the shower head was strong.The room was clean and huge with great views.No complaints. Just perfect."
4,Nice but received a lot of service recovery,"A few days before my trip I called and added Saturday night. When checking in the person I’d spoken with had made a note. There was no room assigned/available. The reception person had to make three trips to some back room and assigned me an accessible room. She apologized for the delays and gave me a $10 credit to any restaurant on the property. The room was ok, although the hand held shower head had no pressure. We also had no refrigerator. They sent a person with a fridge and then a maintenance person. The maintenance person said the regular shower head was missing but there wasn’t anything he could do about the pressure, “it’s just how it is.” We called the front desk to see about a different room and was told all the bellmen were tied up until one pm. No one came. We mentioned this and a card with a $30 food voucher-good until the next day was delivered in an envelope with an apology note. Our observation-spend more time on the service and details and you won’t have to do as much service recovery. The elevator to the parking garage smelled like sewer-dumpster for the entire stay (4 nights). The food in OP was great. The food for our meetings was great. We were comfortable."
5,Perfect location for an Austin Weekend Away,"Overall excellent, a busy weekend at this hotel, however services and quality of the staff and property were consistently above average. A very convenient location for taking in plenty of great food and entertainment nearby."
5,Lovely,Great location and excellent view. Rooms are good. Staff are helpful. Ambience is great. Easy to walk to the Bat Bridge and to nightlife. Easy access to touristy locations. Highly recommend it for location and ambiance.
5,Great Weekend Getaway,Location is perfect and service is always outstanding. Easy walking distance to so many food and entertainment options makes this property our go to when we come to Austin. We will continue to return to the JW Marriott whenever we come back to Austin.
5,Gorgeous hotel - roof top pool /bar,"Very cool hotel with excellent staff, spacious lobby with bar & roof top pool/ bar that overlooks the city. Zero depth pool was very Miami- chic.Room rate was a bit pricey despite the group rate. Next day the rate dropped by $150 so not so happy about that."
5,Comfortable Conference Experience,"We stayed at the JW Marriot for a conference being held in Austin. I found the hotel very clean and well staffed. Any request we had, they were ready and so willing to help fulfill it. I have to say that the staff here were truly exceptional. They were extremely kind and very welcoming. Our housekeeping team was wonderful in helping provide extra towels and toiletries when requested. The rooftop pool was a lovely little oasis. And having a Starbucks in the hotel was very convenient for early morning coffee runs. Overall, I would highly recommend staying here if traveling to the area."
2,Tough time to stay at a premier Marriott,The television did not work and the drain in the tub was broken so my entire shower of water was left in the tub when I finished. To finish it off I never received a receipt on my email to be reimbursed. JW Marriott is supposed to be one of the premier Marriott properties. I was extremely unimpressed. I travel a lot and it's the little things that impress. Things you don't have to think about. Like TV and showers. Thanks.
4,JW Marriott,This is a very large and busy hotel. We are Platinum Elite members and were treated as such. Still hotel staff is very accommodating. Executive lounge is one of the best in the US. Staff was great. Gym is amazing for a hotel. Elevators are surprisingly quick. Greta location.
5,Nice Property,"My overall stay was nice. The room was comfortable. The TV didn't have many options and the viewing was spotty. Staff was knowledgeable and friendly. I did not eat at the hotel restaurants, however, there are many options for food close by."
5,"Beautiful hotel, clean and excellent staff",Only downside was on the day we left the pool area and executive lounge were closed for a private function. We were a little disappointed after receiving such excellent service that we had no communication from the hotel about this point or advance notice.
5,Trip,"Had a very nice stay. The only thing I had issues with, cell connection was extremely poor when I was inside the building, specially in my room (21st floor). It was hard to keep cell conversation with my clients. Using wi-fi calling was worst, so that's not an option for your customers."
2,Really poor experience,"Noise from other room was loud and we complained to the front desk and nothing was done to stop the noise. We were asked if we wanted war plugs. That’s not an acceptable solution. We ordered room service and the brownie dessert was not baked through. It was raw in the middle and not warm or good. The bathrooms in the convention areas were filthy. The layout of the bathroom in our room was inconvenient. For the price and level of hotel, we were shocked that this was a worse experience than mid-level hotel."
3,JW Marriott Austin failed to meet my expectations,"I'll start with the pros: the restaurants at the hotel were excellent with diverse food choices and attentive wait staff. The hotel is very clean and attractive in appearance. The pool/rooftop area is very enjoyable. Now the cons: upon check-in we experienced an unfortunate communication breakdown which resulted in mistakenly being placed on the ""no housekeeping"" list. It took two days to fix that particular error. Also, upon check-in we were told our reserved room wasn't available and my spouse and I could have a two queen room for our ""guaranteed"" price; however, for an extra $40/night we could have a king bed room with a view (and no housekeeping service for two days). The mattress was extremely hard and getting a good night's sleep was impossible. We had to ask for firmer pillows as the initial pillows were extremely thin and provided no neck support. The toiletries were very drying to the skin and hair. I was excited about staying at a JW but I'm over it now."
5,Amazing Property,The best location and service in Austin. Having stayed at other downtown locations I must say this place and the staff are the best! The executive lounge and amenities for Bonvoy platinum members was an added plus. I would highly recommend this hotel to anyone looking for a business or leisure place to stay in Austin.
4,Great location,"Had a nice stay. The hotel lounge is a happening place, good drinks as well as snack food. The housekeeping could be better, sometimes they did not refill the tea, cups or used glasses. Everything else was great."
5,I Keep Coming Back,3rd Stay here. Greatly appreciate everything this hotel has to offer. Perfectly designed rooms. Incredible Food and Drinks.Had the pleasure of dining at OP and was blown away. Amazing team working there. Will be back as always.
5,Well located and great service!,"The JW Marriott is well positioned in the heart of down town with excellent service before, during and at checkout. There was a lot going on, but my room was quiet, clean and comfortable. I would definitely stay here again!"
4,Mostly great with a few hiccups,"Bed- wonderful! Pillows- terrible. Even changed from feather to foam, but still not much support.Location- exceptional!Housekeeping- something was wrong every day: no coffee service refill; towels hung to save water were replaced anyway; remote control didn't work well; room not vacuumed; no pen or paper at phone. Calls to front desk remedied issues, so thumbs up for that.5th floor outdoor area was so relaxing, even if not swimming,Scooters, bikes, ubers right outside door made for easy transportation.Highly recommend two restaurants right outside the side door- Cooper's BBQ and Burger Bar."
4,Strong Choice,I like the central location most. It’s easy to get the live music in both areas. I didn’t have to get into a vehicle the entire trip other than airport transfers.The property is lively with a great lobby atmosphere. It tempts you to stay on the property to eat rather than going out to the great establishments in the area. We will stay there on our next visit.
5,This hotel was gorgeous!!,I wish I could have stayed in the hotel the entire time. The hotel bar had every drink I could think of and was a hotspot of beautiful people! Every staff member I encountered was both polite and helpful.
5,Great property,"Very friendly staff, clean property, location is excellent. I was on the 34th floor, could hear music from the nearby restaurants/bars, I was a bit disappointed in the Concierge Lounge.. doesn't have some of the offerings of other properties, Marriott Legacy is one of the best I have experienced, thought this being a JW would be at least equivalent. One other comment on the lounge, all tv;s were set to cnn or msnbc.. not sure why, local tv is better than the vitriol that those networks report. no tv remote insight so that I could either change station or turn off."
5,Great Hotel,"I loved the JW Marriott in Austin. I had a great time in Austin, and everyone in the hotel was very courteous and friendly at all times. Any time I had a question they were very helpful. The property is gorgeous, with great views from all rooms. The meals were excellent, and everything about my stay was perfect."
5,"JW Marriott Austin, TX","Great location, friendliest staff I have ever met, rooms were very good, the rooms were cleaned very well each day and they gave us fresh towels everyday. Great visit. Lobby was very nice for hanging out. Could use more areas where you can plug in your laptop and set it down on a table and work on it. A lot of places to sit, but not a lot of plugs. The bed and pillows were super comfortable!"
5,5 night stay in Austin TX,"great location, quick check in and check out, easy access to self park garage, room cleaning service saw that we had bottled beverages and brought up a fridge without us asking for one. lobby bar was consistently busy."
4,Accommodated all my requests!!,"I had requested a bathtub in advance and didn’t get one. I asked for a new room and they immediate switched me to a tub room. They brought me a mini fridge, a steamer and answered all my texts right away! Exceptional service!"
5,BEST LOCATION,"This hotel provides the highest quality comfort, luxury and access in downtown Austin. The service was excellent, with staff at every turn of the facilities PROACTIVELY looking to offer you help - it was interesting how quickly there will be someone to ask you ""what can i help you with, this is the way to the conference, this is...It is also place in the close proximity to Rainey Street, 6th Street and the Lady Bird Lake. This means you have an ideal running/walking trail to stay fit, then access to a vibrant entertainment scene and the cozy comfort of the hotel to relax and recharge."
5,What a friendly staff and modern hotel!,"It’s our biannual national conference and I’m glad it’s in Austin and in Marriott. The lobby staff welcomed me even before I can get to the check in line. Because I’m a member they asked if I need late check out. They upgraded my room without me asking for it. The gentleman who checked me in even walked me to the elevator with my luggage. Basically, they’re proactive in making me feel welcome! My room had a wonderful view and I like this a lot. I like the firm bed but all 4 pillows are too soft. I need a firmer pillow for my neck:) Although I was out most of the day for my conference, I wish they had more channels with movies or shows without ads. The lobby bar served good drinks. It’s openness and location is very welcoming to meet up with my colleagues. I also enjoyed the kale/squash salad with adobo chicken for lunch at their restaurant. The hotel location is close to many restaurants, bars and music. Very walkable and convenient since I didn’t rent a car. I wish I had more time to go to the pool and spa. Next time!!"
5,Best of Austin,"Great job by all the staff. Fantastic from front desk to room staff. Everything clean, tidy and well cared for. Had fab delivered no issue. Needed fridge in room, sent right up. Had issue with the heat blowing cold air. 64 in room and 48 outside is chilly for Texas. HVAC mech couldnt fix it, called boss up, solution in 5 minutes. Great teamwork. Thanks again"
4,Excellent hotel. Maybe too popular.,The bar was so crowded for 3 consecutive nights that it was not a pleasant experience. Great for hotel. Not necessarily for guests. When I stay at a JW Marriott I should be able to find a seat and get served a drink.
5,Nice property. Great Location Amazing staff,In terms of size the rooms are average but very well appointed. The bathroom lighting is odd as most of the light is overhead or behind you as you face the mirror. The shower is great but could use a spray wand.The staff is incredible! The attention to lines at check in is unbelievable. there were a few people ahead of us in in the check in line. Out of nowhere an extremely polite man offered to help and checked us in . Our room was ready before the promised check in time which seemed unusual for a property this nice.
4,Very good in every aspect,"Good value for money, very friendly and efficient personnel even taking into account the size and full occupancy of the hotel. Rooms are very comfortable with a very good bed. Also personnnel in restaurants were friendly"
5,Great trip,"The service aspect of this trip was fantastic! Rooms are clean and quiet. The food in the restaurants was well done. Room service was the best. The area of town was dirty, congested, and full of homeless people."
5,ACOEP Conference,Staff was very friendly and helpful. They made you feel special. Staff met us in the lobby and escorted us to the desk and then to the elevators. The staff answered all of our questions that we had. We had a great time.
4,Austin JW,"Nice, big, busy hotel. Somewhat impersonal overall. Lots of dining options locally. Hospitality staff great. Rooms for conference were great. Nice support overall. WiFi average. Television service was ok though some channels had poor server feed. The key cards only worked some of the time. We had to get replacement cards to get through 4 days. Nice pool area. On scale of 1-10 would give overall 7.5. Next year for another work related business meeting at the Austin convention center we will likely stay at a smaller, more personalized service hotel in the area."
4,A small city within a hotel...,"Stayed at the JW Marriott with some girlfriends while a big conference was taking place at the hotel. There was plenty of action, an upscale vibe, and the hotel felt like a small city with its many bars, restaurants, hip atmosphere, and awesome pool area with live music in the evenings. The standard rooms and bathroom were a little on the small side and we wish that there would have been an in-room refrigerator. Would stay here again."
4,"Fabulous stay, great location","Came here for a conference. The hotel staff were incredibly responsive and helpful from the moment I walked in. We had a number of client-related tasks and events and each time the organization and attention to detail meant what we needed to be done went without a hitch.The room is lovely, views pretty impressive and shower nice and powerful :)Weirdly, in a city riddled with coffee houses and artisanal everything, the coffee was truly truly awful. No milk or half and half. Just 'creamer'. I feel like they could come up with a deal with local coffee makers to improve this. It may be small but its a significant gap in an otherwise flawless experience."
5,Here for business & would come back for vaca in a heartbeat!,"I can't say enough about the wonderful team of red coats, caterers, managers, food service, front desk folks (to name a few) -- thanks for making nonprofit arts educators feel just as welcome as Formula 1 racers."
3,Missed the mark,"Has lots of potential, but for the price I wasn’t blown away. Digital key didn’t work, couldn’t get on internet for awhile. Found someone else’s hair in my bathtub, the shower bar was very loose and janky. A nice piece of art was hung sideways. Breakfast menu that you must fill out, but no pen. Just lots of little things"
5,Great Details,"From the selection of bars to the elegant customer service to the lovely details in the room, my stay was just about perfect. Loved the lighting in the bathroom and the geode lamps. Also appreciated the window that took up an entire wall in my room. It was a great way to enjoy the Austin skyline!"
1,Complete lack of respect and response.,"I wrote a lengthy note to express disappointment on my day of arrival. I asked for a manager to contact me. I had a medical prescription that needed refrigeration that was poorly handled. I had to dispose of it, causing an inconvenience that can’t be put in words. Still, no response from management."
4,Conference stat,"The JW is a nice and shiny space with great staff right in the heart of Austin. I was there for three nights at a conference and have few complaints. Next to the elevator, my room was noisier than I would have liked, so my suggestion would be to avoid rooms ending in 16 or bring earplugs. I also found the water pressure lacking, but a colleague thought it was fine. Food, both in room and in the corner restaurant, was quite good. All in all it was a good stay and a place you could count on for the same."
5,Excellent service,Very nice hotel - close to a lot of the musical venues and only about 7 tenths of a mile from the state capitol building. Had the best service I've ever had at any hotel I've attended a conference at.
5,JW Marriott Austin Stay,"This is a top notch hotel. The staff was professional, courteous, and extremely helpful. The room was very comfortable, and the gym was top of the line. The conference hosted at the hotel was flawless."
5,Incredible stay in Austin!,"Everything was perfect. The housekeepers are second to none. I have stayed in a lot of hotels but this stay, I have to say, is one of my best ever. I will definitely consider when traveling in the future!"
5,Community Music Trip,Impressed with every portion of the service.You treated me with respect and kindness.Hotel staff stayed out of the way but was also accessible.Things like wi fi and tv were a little difficult to navigate at firstBathrooms like a personal spaThank you!
5,Great option for Austin,Had a great experience at the Marriott during a recent business trip. Staff was friendly and professional and the rooms were well kept. Multiple food options are available which include full service bar. Work out facilities were clean. The pool looked nice but didn't get a chance to go for a swim.
5,The spa facial was excellent,"The service and location at this conference friendly hotel made for a great stay. The bartender in the veranda bar was extremely pleasant, serving healthy happy hour offerings and reasonable wines. The spa hydra facial was a win!"
5,Great place for work and fun!,"Everything from the staff to the restaurants, the gym, room service, location and the city of Austin was amazing! Will definitely be back! I was in town for a conference at the convention center and the walk was a quick two blocks."
5,Best in Austin,"I came to Austin for a conference and had the opportunity to stay at the JWMarriott Austin.The staff, from the front desk to the bar, were awesome. I’ve had so many stays at other places where I felt I was having to play catch up to get the things I needed during a stay, but the folks at JKMA seemed to anticipate my needs.Thank you to all of the fine folks at JWMarriott. I know that I’ll be coming back when I next visit Austin."
4,"Exceptional Service, Decent Property","I recently stayed at the JW Marriott for a wedding held nearby. The bridge and groom selected this property for their guests. While a Marriott Bonvoy Titanium Elite, I've seen a range of Marriott properties and while some amenities felt wanting at some points, the service was truly exceptional. I immediately called Marriott to convey my appreciation for the team here who helped to make my stay and my family's stay exceptional.This is a large property, well situated downtown. With so many restaurants and bars, it feels more like a casino on the Las Vegas strip than a standard JW Marriott. All of the venues were nice, with excellent service and professional, friendly, and intelligent staff.Where the hotel could do better would be in updating some of the rooms, which felt a bit staid and tired. No word edges, mind you, but the decor and functionality is a bit lacking when compared to even some of the lower end Marriott brands like Aloft and Moxy. The pool was disappointing, too. We rented a cabana and while the service was great the pool itself was short and shallow resulting in a few unwanted sunburns. It was a bit overhyped for what it was.The one amenity I will praise was the gym. Beautiful and plentiful equipment with a great view to boot.Again, service made up for any shortcomings in amenities and I wouldn't hesitate to recommend on that alone."
2,Not up to JW standards,"For a luxury brand this hotel misses it mark in many areas. It’s a large property hosting many events at the same time. I found the staff to be cold and in some cases rude. Most staff seems to be Eastern European and comes off rude.The facility itself is nothing special. Rooms are standard and lack many of the amenities of a luxury brand. The rooms are dark especially the bathroom.Hot water seems to be scarce. After taking a cold shower I called down to the desk and was told that there must be a high demand for hot water and it’s taxing the system. Really? I had the same problem at 130am while preparing for bed. How many people are showering at this hour?On Saturday night the hotel was crazy busy. At 1 am a group of drunken people were banging on the doors on my floor. A call to security rang for minutes until it was answered and placed on hold. After a few minutes of music someone finally picked up. Thank god it wasn’t a medical emergency.I could go on and discuss the terrible food, lack of a properly stocked lobby market and many other issues. As a business traveler and coordinator of travel services I can not recommend this hotel. A good alternative-would be the Hyatt or Hilton located a couple blocks away."
5,Expensive but full service hotel,"Was here for a convention and the services and amenities are very nice, high quality. Housekeeping staff is especially attentive. Front desk and concierge great with special needs. Plan to pay for parking, however."
