rating,title,review
4,Loved it,"We only stayed one night at The Driskell while passing through town, but it was fantastic. The hotel is beautiful and historic with lovely details throughout. Check-in was easy and the staff at the front desk were friendly and very helpful. We loved the historical pamphlet available as well as the page about the resident ghosts - very interesting! Our room was clean and comfortable. The bar upstairs was very nice as well and we enjoyed having cocktails and taking in the decor. There was a wedding taking place the night we were there, so it was a bit noisy during the reception hours. (somewhat late) The hotel was very convenient and we were able to walk to sight see and eat. We would highly recommend it!"
4,A historic night's rest!,"Did you know this is where Lady Bird and Lyndon Johnson had their first date? This century + year old hotel is still dazzling in the center of downtown Austin. The location can't be beat as you can really get anywhere in the greater Austin area in minutes from here. If you're up for it, we recommend getting a Lime or Bird scooter right outside and really see the city! The rooms have been kept in their natural state... which is both good and bad, hence 4 stars vs. 5. Some rooms are even claimed to be haunted, although... we did not encounter any such ghosts. Be sure to get a picture in their bank vault and bar :)"
1,love the Driskill,"we love staying at The Driskill - not only is the location perfect for walking to restaurants and bars, the staff is top notch - so friendly ! The bar is also a great place to go - the live music was really good - quite enjoyable"
5,Excellent,"Our stay was great the hotel and staff were amazing. We will stay here everytime we’re in Austin. The room was very clean and there was so much to do in the hotel, as well as it was in a perfect location on 6th street so much to do within walking distance"
5,Great location & staff,Everyone was very helpful and friendly. Great location and rooms were period friendly with high ceilings and crown molding. Room service was great even late in the evening. The bar was also a definite plus for FBS games.
5,WOW! They just don't make hotels like this anymore...,"We came to the Driskill for a wedding and WOW, the rooms, staff, service and everything was simply incredible. The elegance and story behind this charming piece of history is outstanding. We stayed in one of the suites with 19 foot ceilings... My husband and I travel quite a bit and both agreed, we'll never see a room like that again! Such a wonderful trip visiting friends. We can't wait to go back!"
5,Great Location,"Architectural beauty. Suite had a tiny bathroom. The room had a moldy, stale smell. TV in bedroom could be enjoyed. The location of the TV in the living room made no sense. Excellent staff, friendly and knowledgeable."
3,Historic in all senses,"Stayed here during Austin City Limits weekend so maybe they should have some slack but didn't love it. Don't have tables set aside for guests in the restaurant, you have to put your name down behind people who just walked in off the street and wait 45 minutes to eat breakfast, rooms are small and the whole place smells a bit funky. They could take a leaf out of the Westin's book and introduce their own room scent spray! On the upside staff are very polite and friendly."
5,Time for relaxation and plush pampering,"Staying at the Driskill always reminds me to pamper myself. The quality of the linens alone elevates the hotel stay above almost any other I have recently experienced. Being in a central location in the music and business scene is a plus, even for a relaxing getaway. The staff delivered quality as expected."
5,My favorite place in Austin,"This place has become my favorite place to stay while in Austin. The staff is great, the food is better than expected, and the bar is a perfect place to unwind after a day of work. The rooms are on the smaller side, but very comfortable. If there is a negative, it's the small and slow elevators."
1,Happy birthday,"You would not expect this horrible experience from a hotel like Driskill especially a Hyatt, I came to enjoy my birthday in Austin from San Antonio and night out at Fonda San Miguel restraunt. My wife book room for my friend and I on hotels. Com but on arrival they would not check me into room because there policy require person who made reservations. We have booked hotels thru out the world on hotel. Com and never been a problem.I finally received room and the hotel check in clerk gave me a ugly handicapped room for $300 a night. Do yourself a favor don't book Driskill go for Fairmont hotel much nicer rooms and professional staff at front desk.I ask for hotel manager and they give you the run around of where he might be hiding. Room floors are dirty windows were dirty . Stay away from Driskill hotel."
5,Familiar Surroundings,"Had a conference in Austin again and stayed with the Best!!Best service,best rooms,and treated like royalty!! I wouldn't stay anywhere else in Austin! Walking distance to some of the best restaurants and local entertainment too!Highly recommend!!"
5,best place to stay in Austin,"This was my second time at the Driskill, and I will stay there again when in Austin.Great bar, music every night, really good food and truffle popcorn! The rooms are large and quiet, the hotel is centrally located and has a great history. If you are going to ACL, there is a shuttle bus in walking distance."
2,Disappointing Experience,"The staff was excellent but the hotel room was a problem. My wife and I arrived at the hotel and were told our room was overbooked and that we would be given a room with two queen beds and a $50 credit. This was disappointing but not a huge deal. We carried on optimistically and made our way to our room. My wife quickly found it was impossible to shut the bathroom door because the door was rubbing so badly against the door jam, also not a big deal but an annoyance to fight with the door and the scraping sounds everytime we user the restroom. This is also not something that should be happening at a 4 star hotel. We then opened our curtains to find that our view was looking directly at the side of the a/c units and of course all the pipes and moisture that goes along with it. We can only wonder what our view would have been like had we gotten the room we actually booked. Anyway, we had gotten a baby sitter which is not easy for us and we're still remaining optimistic. We closed the curtains for good and carried on to dinner at Eddie V's which was awesome! We returned to our hotel room with high spirits and decided to lay in bed and watch a movie. While laying in bed we were interrupted by the very loud flushing sounds of our neighbors toilet. This carried on throughout the night which I can tell you hurt any chance of feeling romantic. To summarize, they have a beautiful lobby and maybe some nice rooms somewhere, but it was definitely not our room."
5,Perfect combination of history and comfort,"This trip was partly decided upon because I could get a room at The Driskill. I had always wanted to stay there, but past overnight stays in Austin I had not been able to. Historic charms, professional staff, top flight food & drink, all things I had heard about the place and my stay confirmed it. I will definitely make a point of continuing to stay at The Driskill on future personal trips"
5,Great venue for a small conference,"The event, food & beverage and AV team were the best I have worked with! There was not one thing that I had asked for that I didn't have within minutes, and the staff consistently checked in with me multiple times throughout the event. Could not have asked for better service!"
5,Amazing weekend in the Heart of Austin,Had a great weekend with my Fiancée before I deploy for 9 months. The Staff was very friendly and they made it a wonderful experience. I highly recommend a stay at this beautiful hotel and I look forward to coming back for a visit when I return home.
5,Located in heart of fun in Austin Texas!,"TheDriskill Hotel is a gorgeous, classy historic hotel with a great breakfast (helloooo pitchers of mimosas!) and tastefully decorated rooms. The bar has friendly bartenders too. The staff and all needs were met. I partook in a massage at the hotel, but they have outside contractor masseuses and unfortunately for 50 min and $140 (no tip) it was not great. But that had nothing to do with the hotel.The hotel right on 6th street where the street closes down and the fun really begins in the evenings - and VooDoo Donuts is just a quick walk down the road too! this hotel is in a great location!a short ride to the Austin City Limits Music Festival too!"
5,Austin wedding break,"First time at a beautiful hotel, excellent amenities and tastefully decorated. We appreciate the age and decoration and would happily revisit again. We found the atmosphere in the car to be enjoyable and with easy access through the various entrances to get out and about in Austin."
4,paying for convenience,"The location is what you are paying for. The basic room is ok, but if it wasn't for the location you would be paying too much. Customer service was good. Everyone was more that accomodating. Very clean. It was our first weekend away for anniversary without the kids. Safety was never a concern. Overall, a good experience. Just dissappointed in the room for the price we spent."
5,BUSINESS TRIP CUSI CONFERENCE,see previous note. i stay from 9/25/19 thru 9/27/19. the hotel was beautful and enjoyed sight seeing at the capital. the lobby and the conference rooms were georgous. there was alot of homeless people asking for money just as soon as you walk out the looby doors
4,"Location and history are good, staff were great, but the room was not nearly as nice as we expected.","Do NOT pay extra for a balcony room. The Balcony is bare bones, boring, dirty, and had a view of a parking structure. Staff were fabulous, food was very good, especially breakfast. Noise was not an issue for us. $45 a day for valet is expensive."
5,Amazing stay,It was a really beautiful place to stay. Very well kept and clean. Loved the decor and art throughout. I enjoyed the stay and must include that the fifth floor is very spooky. If you’re up for that sort of experience in your travels as well I do suggest this hotel.
2,Historic yes but not charging historic price!,"It was neat to stay here and all but I wish we would have stayed elsewhere and just came in to the bar for a beer and looked at the artifacts. The bed was hard and the maintenance was lacking. The location was optimal if your into 6th street night life. However, the negative with the location is only valet parking at $45 a night!"
2,Room Location Issue,I would not stay here at all. The room I had was next to 6th street. The sound of music from 9-3 AM was non-stop. I hardly got any sleep. My company had meetings at the hotel for two days. Most of our customers agreed that they would not stay here
5,Old school ambience,"The bar at the Driskall looks and feels like an old school saloon. Historically, it’s where Lyndon Baines Johnson had his campaign parties. The wood work around the bar and rawhide barstool covers add an elegant cowboy flair. The drink and wine selection was impressive and the bartenders were skilled and attentive. Great location for a date night or enjoying a cocktail or 2 with friends. Live music was a treat."
2,My business three day trip,Overall disappointed. Room maintenance was substandard. Room service was terrible. Online reservations was terrible. Prices quoted was significantly less than reservation confirmations. Repeatedly cancelled and rebooked. Same result. I would never stay at the Driskill again nor would I recommend to others.
5,Great historic location in the heart of downtown,If you want to be very walkable to Austin nightlife but in an upscale classy place with a lot of historical tradition - this is it! Great food; great service; lively atmosphere; rooms are a bit small but very well done with great decor
5,Amazing experience,Our room was amazing and Christine surprised us with a bottle of champagne and an amazing dessert when we returned from dinner as she found out it was our anniversary. We were also upgraded to a beautiful top floor suite. If ever in Austin again we will definitely return to the Driskill.
4,First time in Austin,The hotel has a musty smell to it as soon as you walk in. Our room was on the 11th floor and was very loud. We were woken up numerous times throughout the night. Staff was very nice. The bar is cool but I do not recommend the French Dip sandwich. There are a lot of homeless people outside of the hotel. Everything is pretty close by which was nice.
5,Stayed for a conference but will be back for pleasure.,"Excellent customer service, lovely room and great food. Loved the old feel of the building and that it was walking distance to many restaurants, great location . I'll be back at the Driskill next time I visit Austin."
5,Great historic hotel.,"When visiting Austin don't miss this great historic hotel. Excellent service, bar and location. Excellent restaurants abound in the area within ready walking distance. Decent entertainment in the bar nightly. Rooms are small but very comfortable."
5,Great hotel for weekend getaway!,"Let me preface this with maybe we just caught it on a great night? Though it was a Friday night before a UT Home Football Game - would have thought it would be crazier, but it wasn't. We found the lobby, the bar, the 2nd floor mezzanine (including balcony overlooking 6th street with comfy wicker chairs) to be very inviting, fun, not noisy or overcrowded at all - plenty of places to ""hang out and enjoy the atmosphere with a cocktail."" Our room was quiet as well. My husband is a Hyatt Globalist, so we were upgraded to the 12th floor. We found the room to be very clean and bed very comfy - like all Hyatt properties. (The ""upper"" floors are adjacent to the property - in the ""tower"" they call it - you have to take a second set of elevators - but it's just like the original…"
5,OUTSTANDING STAY,My stay was short but excellent. I would absolutely stay again. The room was so very comfortable and if I had room in my luggage I would have taken one of those awesome pillows. I went for a business meeting and my only complaint was the conference room was freezing but it was still an outstanding hotel.
4,The devil is in the details,"Beautiful architecture and effort put into the minuteau. The shower curtain is embroidered and the drapes stenciled. A few minor issues...the lobby had a faint mildew smell to it. Second, 6th Street noise carries over a bit which wasn't great in prepping for an early morning conference. Had drunken neighbors stumble in at 2 a.m. and their noise carried through the walls fairly clearly."
4,The Driskell. Bueaty ruined by the RiffRaft,"What a beautiful Hotel with so much history. Sadly, it has been ruined by The City of Austin allowing Crack Heads, Drunks and Vagrants to take over the Streets and allies around it. The Pan Handlers are so bad, you can't walk around without constantly get hit on for money or cigarettes. It is un-safe to be out alone. Especially for a female. The Cat Calls and other rude behavior is appalling. I went on a business trip, but I would never- NEVER - take my Wife, Kids or Grand Kids to down town Austin."
5,Sublime,"Outstanding from the moment the valet waved us to park. Beautiful lobby, friendly and welcoming front desk staff. Ryan is quite the singer! Champagne (prosecco) and treats in our room, unbidden, for my birthday. Ridiculously good coffee and baked goods to start the day. We are already planning to return."
5,Driskill Stay,The Driskill was an amazing place to stay! Everything was more than perfect. It was my husbands birthday and I surprised him with staying at the Driskill Hotel. He loved it. The staff had a special treat waiting in our room when we arrived. We ate at the restaurant for breakfast and the service and food could not have been better. Everything about our stay was amazing!!
3,Not like the Pictures,"First things first, change your room upon arrival, the rooms are very small as are the bathrooms as is the closet. The bar is lovely except the bar staff lack personality, there is musical entertainment and the food is very good.The lobby and hallways are far more grand than the rooms, a number of guests that I spoke to had either changed or tried to change their rooms, some were tied in due to the price they had paid but wished they could move to a better hotel. The neighbour hood is run down with lots of drunks, drug addicts and homeless people. Although the hotel has a lot of history, which is interesting, it’s current day standing would not be worthy of a mention. In my humble option it’s worth a visit but not a stay, there are a lot better hotels in the vicinity that you could pick in far better areas than the Driskill."
5,Great Historic Hotel,"If you ever travel to Austin Texas, stay at Hyatt's Driskill in downtown Austin...You will NOT be disappointed! Great location, wonderful staff and very nicely appointed rooms that are QUIET! They also have a wonderful art collection on floors 4 ad 5."
4,Very good historic hotel,"The Driskill is a beautiful hotel with many original architectural features. Located next to the very lively 6th Street and a short walk to the State Capitol, we particularly enjoyed the stunning bar area with the pistol bar lamps and stained glass dome. Our room was fine and the staff were very friendly and helpful."
5,Great stay in austin,"historic hotel that integrated all the modern comforts without compromising the vintage aspects. Room was great, staff was great, location can’t be beat. Highly recommend to anyone looking in Austin !!"
5,Great and Historic Hotel,"Simply a great stay and I loved the watching your team. The food at our reception was amazing, staff attention resolved every issue that arose and the atmosphere made this one of the best meeting stays I’ve had in years."
4,Beautiful hotel but sketchy area.,The hotel itself is fantastic. Beautiful historic interior. Staff is top notch. Austin however has a growing homeless issue and is apparent as soon as you step outside. People stumbling around the sidewalk or passed out (even during the day) harassing you as you're walking to various areas. Didn't see a police or security presence. Felt very unsafe.
1,Don't waste your money.,"The room here was no better than something you would find at a Motel 6. Broken bathroom faucets, ugly repairs, and a huge blank white wall. Lumpy beds and useless pillows. Don't be fooled by the grand lobby as I was. I wasted my money staying here."
3,Pretty but Pricey,Be prepared to spend a lot for a room and unless you spend a LOT be prepared to be underwhelmed. Very cool historic building with a beautiful lobby and expensive rooms. Now that we've stayed there once our curiosity is satisfied and we will plan on booking elsewhere on future trips to Austin.
5,An amazing and unique place,"I found this place to be completely magical and mysterious at the same time. Extremely family friendly and simultaneously very classically elegant and somehow very haute couture. Lots of fun to be had in and around the hotel, as well. The food was amazing, the staff was so gracious and kind. A special place for business or family!"
5,Outstanding/magical,"Lee, was able to help make my fathers wedding day an unforgettable experience!!! Best service and outstanding food!!! Only hotel I will stay at in Austin!!! And ask for valet worth every penny. Thank you Driskill!!!"
5,Austin classic,Classy old hotel with nice rooms and comfy beds. You really get a taste of Texas in the western themed bar. Great central hotel to enjoy Austin at its finest while you play like you’re a cattle Barron!
5,romantic time in austin,"we loved the stay in historic Austin! We would return when we visit our family. Good location, friendly staff and great exercise facility. we loved the coffee, the cafe for breakfast and the bar for dinner. Great value!"
5,Love this hotel,"As a yankee living in LA, i love this hotel because it feels like Texas to me. It’s very old school and full of charm. It’s definitely showing its age a bit but there is nowhere I’d rather stay in Austin (but I could make an argument for the four seasons). Nice bar and restaurant as well. Excellent service. Located in the heart of Austin. I’m a big fan of this place."
5,Wonderful Stay,Everything was top of the line plus the decor was perfectly maintained! Really enjoyed the artwork - an extra and unexpected find. Extremely quiet. Pillows were perfect. Everything was clean and worked perfectly.
5,Business trip to Austin,"My trip to the Driskill Hotel was outstanding. There for business just one night, but the hotel lobby and restaurant were truly highlights. Great hotel, the staff was courteous and professional. I will stay there again on my next trip to Austin."
5,Perfect location,"Located in the middle of everything we wanted to do and see. The condition of this old hotel is incredible. It is a definitely must see even if you choose to stay somewhere else. It is spotlessly clean and just has the best feel to it when you enter. The lounge is great, lots of different seating options, couches, and tables/chairs. Our room was well appointed, metal head and footboard, plus a couch. Ceilings were probably 14' high to make the room feel even more spacious. Bathrooms had been remodeled with upgraded fixtures. Bath products smelled wonderful and the bedsheets were the best!"
5,Lovely old hotel,This hotel was historic in feel but the rooms were up to date. My room was nice and spacious. Bar was spacious with lots of seating groupings. Breakfast and lunch menus in Cafe were good. Food was good.
4,interesting history,especially enjoyed all the historical aspects. enjoyed the bar area and the unique architecture of the building. requests for amenities were responded to immediately. 200 words minimum is asking a bit much don't you think.
4,Need to hire more cleaning staff,"For this price (and it's a beautiful hotel with good food) there's no reason you should have to wait until 5 pm to have your room serviced. There's no way to indicate you want the room cleaned early, so if you go out and spend a whole day in 104 degree heat, you get back to an unserviced room that you can't sleep in because the cleaners are about to knock on your door."
5,"What a grand, old hotel","We ate a great breakfast in the cafe in the hotel when we were here 2 yrs ago. We are so glad we have s chance to stay here this trip. It’s a beautiful, classic old hotel. We love our room (#428) vaulted ceiling, large open room, and a balcony (not that We will use that in this heat and humidity today!!) the bathroom is large, with a shower/tub, toilet and sink. Not only a beautiful room, but comfy and roomy. We are looking toward to having a drink, later, in the hotel bar. We walked through it earlier and it is a beautiful old classic bar. We hear they make a really good “old fashioned”, we plan to try it later. The hotel is right in the heart of downtown on 6th street. Location location location!!!"
5,Consistently well done,"Checking in, bar and restaurant were excellent...valet, breakfast, house keeping and concierge, all excellent. By far my preferred upscale hotel in Austin. Every staff level was very professional and well trained."
5,Stay at the Driskill,"The Driskill is a beautiful hotel in a great location. We visit Austin at least once a year, and we'll be back to stay at the Driskill again soon! Book a room with a balcony. There was a bird egg on the ledge!"
3,Homeless,"The homeless situation is out of control. They are everywhere. They block the sidewalk, harassed my daughter, yell at you if you don’t give them money. In the evening/overnight make noise. This unfortunately takes away from the hotel. The lobby and bar area are beautiful. We had a junior suite which had NO direct light. The windows were frosted over because a wall was right there. According to the management this was a Feature of this room type. They were nice enough to move us to the bridal suite which was greatly appreciated. The room could use some TLC which I informed management. The staff were excellent. They too expressed frustration with the homeless situation. It seems the city of Austin is more concerned as the homeless having a police record then tourist/visitors feeling safe. Disappointing."
3,Disappointed,"You can hear noise from multiple floors. Elevators, some type of machinery constantly clanking. It is definitely not a good night rest. No bar service during HH. No parking area, it is valet only and it is expensive."
5,"Wonderful Hotel, Neat Experience!","We hosted 30 employees from around the country and had a wonderful experience. Very attentive staff and Riley the event planner was outstanding. Historic, interesting, personal, and memorable. Thank you Driskill!"
5,Excellent Service,was on a business trip and the facilities were wonderful. Riley and her staff took excellent care of our team and made the meeting a huge success! The rooms were clean and my double queen was quite large in size. The breakfast was excellent and the jazz singer in the bar was top notch!
5,Step back in Time,"A stay at the Driskill hotel is like stepping back in time. The grand entryway complete with columns and a prominent staircase leading to the bar/lounge makes an impression on you as soon as you walk in. Tour the commons area, lounge, mezzanine balconies and ballroom, and let your imagination take you back in time. The rooms are large including the bathroom areas. Ask for a pamphlet which describes the history of the Driskill. Definitely eat breakfast in the bakery - the food is delicious."
4,Great location historic hotel,- Can’t beat the location- Lobby and bar area were beautiful and very “Texan”- homeless sleeping all over the sidewalks around the hotel - and really all over Austin- no sink space to put toiletries- polyester sheets- friendly and responsive service- expensive parking- good and free internet
5,Nice evening at the Driskill.,We wanted to experience something special in Austin and the Driskill did not disappoint. The hotel is beautiful. The bar was cool with a pleasant wait staff and good happy hour prices. HighY recommended.
5,A great value,"The Driskill is a beautiful, historic hotel right in the center of the Austin downtown entertainment district. You feel like you are stepping back in time when you enter the beautiful lobby. The staff was extremely courteous and helpful. Our room was small but clean, comfortable and quiet. I think the overall value of the Driskill is very high - I think you get more for your money when you stay here."
5,Best getaway,We had such a great time at the Driskell and Austin area; the hotel is beautiful and all the history and charm made staying there so appealing. Most definitely will stay again! The bakery was amazing and the food was great!
4,Great Location!!,"Beautiful historic hotel centrally located in downtown Austin. Near nightlife and many restaurants. Watch out for the homeless laying around everywhere!! Hotel had a great happy hour in the bar. Breakfast was delicious in the cafe, but service was a bit spotty. Don't pay extra for a better room because they are all about the same because it is a very old property"
5,great hotel; great location,"very nice classic old style hotel in the middle of downtown Austin. Comfy beds, friendly staff and a nice happy hour. Only had breakfast at the cafe, and the service was marginal, and you had to beg for a refill on your coffee, but the food was tasty. I would definitely stay here on my next trip to Austin."
5,What a Treat!,"The Driskill Hotel took me back to the grander days of hotel hospitality. My room had all the modern amenities one expects in the modern hotel, but had the charm of by-gone days that is sadly missing today. The staff could not have been more gracious, and the food was top rate. Rather than explore nearby alternatives, I ate every meal in the hotel. The steak and blue cheese mini flatbreads are not to be missed, and I especially enjoyed the waffle with fresh fruit, I would not consider any other hotel on my next stay in Austin."
