rating,title,review
4,Building is nicer than the rooms,It was a typical nice Omni building but the rooms were outdated and overpriced. The location is okay - you can definitely walk to most everything - but the homeless people nearby were an eyesore. There were more in this area than we saw in any other area of Austin.
2,Disappointing Stay,"When I first checked in early to the hotel I was told my room was not ready, but that I would receive a text message once my room was available. After sitting around the hotel lobby for 4 hours, and never receiving a text message, I checked for myself with the front desk and found out my room had been ready for some time.About 30 minutes after getting to my room, and member of the hotel staff let himself into my room while I was in the room. He stated he needed to check the room's mini-bar, which was in complete disarray. After he looked quickly at the mini-bar he let himself out as well.The AC in the room was incredibly sub-par as well. While it was set to 60F, the room never came close to reaching that temperature. Leaving the room incredibly warm and uncomfortable during the night. This was made worse due to the hotel's design lacking exterior windows.Lastly, air flow & ventilation in the room in general was terrible. If someone took a hot shower for more than 5 minutes, the entryway walls were dripping with moisture from hot steam pouring out of the bathroom.In general, the quality of the room and my stay were WELL below my expectations for an OMNI property. For the price of this room, it was incredibly disappointing and I could not recommend anyone stay here."
3,Outdated and Overpriced,"The Omni-Austin: Hotel was musty, overpriced and the front desk was rude to say the least. No early check in and rooms weren’t even ready at check-in time. Ended up being moved due to front desk mistake for our requested adjoining rooms (reserved weeks in advance). For that price, stay at ZaZa or elsewhere. Never again!"
5,Location location,The Omni is the Omni. If you are new to the chain. They are all upscale and super nice. That was expected. The easy walk to the action of 6th street and the historic capitol building was a huge bonus. Wish I could have stayed longer.
4,"Good location, friendly staff","The hotel was clean and the staff is terrific. Very inviting. The restaurant was good. Good location in downtown Austin. No in house store for little toiletries, but there are a few within walking distance."
5,Great stay,"The rooms were very clean and spacious. The staff were very helpful and friendly. It didn't matter whom I spoke with, the entire staff went out of their way to help. I would highly recommend this hotel for business and family stays. It is very close to all the amenities which made exploring the city easy to do. Beautiful city as well."
3,"Excellent location for downtown, but very poor wifi","The hotel is newer with a pretty lobby. The service in the reception is not very good. By check in there was not given any information about the wifi. When you went online the only option was to pay an additional 9,95 USD for wifi. Back down to the reception they would work it out, but didn't. It was fixed after another visit to the reception, and then for free, which is what every cheap motel offers you. When we got online the wifi was very, very slow.The rooftop pool-area was a bit messy, most of the towels were used, the bar was not open (Friday-night).The room however was nice and everything there was nice and clean, and we had all the things we need.You can walk to almost every downtown sight from this hotel. The A/C worked fine, there was no noise from the streets, and check out worked just fine online."
5,"Great location, clean and nice hotel, comfy beds!","This was our second time to stay at the Omni. The location is awesome, walking distance to lots of restaurants and entertainment. The roof top pool is nice and the gym is perfect. Everything is very clean and the staff is very friendly."
5,Perfect game weekend location,The Omni is downtown Austin is the best place for a gameday weekend! Truly good value and freindly. Appreciate the good room size and service and quality of food. We love the walking locaation but not too loud to sleep at night.
1,"Overpriced, not as advertised, not Omni quality.","Make sure you call ahead to ensure you are getting a room that's the same quality as pictured on the website. The decor is extremely outdated accompanied by wear and tear, a tiny tv, and the shower was expected to be standing glass door shower (as pictured) instead we got one with a tub and old curtain."
2,One nighter. What a regret.,"My wife, daughter and I stayed in a room with dbl beds. That was crazy my wife and I trying to sleep in bed made for one person. The money you spend in a place like this should only have queen size beds as the smallest bed. I could tell this was a old hotel by the size of the room. SmallSo I will never stay in this over priced hotel. My mistake for thinking it was better than it was."
5,Great location!,Omni was beautiful! The location was perfect. We were there for just 1 night but had a great time. Walked across the street for a drink at the Driskall. Then ventured over to 6th street to have dinner at La Traviata and then some live music at the Darwin. So convenient to have Omni close to everything. Ja’Juan at the concierge desk gave us some super suggestions. Wonderful stay overall!
5,Great location and Hotel,This is an excellent choice when in Down Town Austin or attending an event at the Convention Center. Close to everything. The staff at this hotels goes above and beyond to help you in anyway needed. The hotel and room is very nice and the all around beauty of the property is exceptional.
4,Good base in Austin,"Great base in Austin, we had an executive suite which was very comfortable, clean and comfortable.TV didn’t work in bedroom, and while we logged the issue, the TV issue was never repaired during our stay, however the hotel did apologize and acted accordingly.The rooftop pool area had not been cleaned from the night before when we used the facility.The breakfast was good, plenty of choice on the buffet and staff were friendly.The bar did some nice snacks and good selection of beers and wine. Perfect for pre-dinner drinks.Close to all amenities and all Austin has to offer.One observation - the hotel is a little dated. Austin is a fast growing city with lots of competition now from newer, trendier hotels popping up.Perhaps we will will explore other options when we return to Austin to see what else is on offer."
5,Great all around.,"This hotel went way past the call of duty with me. I had chocolates upon arrival in my room in a mold the shape of Texas. Mmm delicious! They gave me bar drink vouchers and a bucket of beer to boot. I think all I did was respond to their e-mail asking me if I wanted anything so I simply said hello! They upgraded my room to a higher a floor too in an exclusive area? What didn't they do for me? In general the hotel is beautiful and located right off 6th. Perfect. The pool was relaxing, lunch buffet per pound quite easy too. I will more than likely choose this hotel over any other if I go to Austin again. It is also very reasonably priced. I found it great all around. Overall I highly recommend!"
5,A very nice Omni,"I was in town for a wk long conference. My room was nice and spacious and I had a nice view the 150+ yr old St. David's Episcopal church as well as other old bldgs. I was 5 block from my conference center and 5 blocks from the Capital. The staff - front desk, concierge, parking, were all friendly and helpful any time I had a question. The lobby itself was stately, yet welcoming w/plenty of chairs to sit. The gym was very good, in large part because It Had Room, the equip. wasn't crammed into a small room. You had the treadmills, stationary weight machines and plenty of free-weight to use. Overall it was a very nice hotel with a very helpful staff."
1,Not a good experience,Valet dinged my new car and I left my blow dryer and the cleaning staff “didn’t find it”. TV was to small for the price of the room and channel selection wasn’t good. Brought our Apple TV with us and they blocked that. We always take our Apple TV and don’t have this problem at other hotels. So overall the price of the stay isn’t worth it in my opinion.
4,Perfect downtown location,"Here for the first few days of our visit to the US. Hotel is in a great location for sights and restaurants. Concierge gave really useful ideas for trips and places to eat. We stayed in an executive floor room with separate living room (1501). Enjoyed the extra space and being on a high floor. We did have an issue with our TV mind you. One of the receptionists, I didn’t catch his name, really worked hard to resolve the issue and we appreciated the proactive approach. All round, recommend a stay here."
2,Too much noise,"I live in a bustling city and am very used to noise, however this is the noisiest hotel I have ever stayed in. I can hear all of the people around me, as well as the street blaring music at 11pm. If you stay here I highly suggest getting a room on the inside. The noise level here is absolutely ridiculous. For the price, I am severely disappointed."
5,Just about perfect,"Convenient location, excellent local information provided at check-in (great map), very friendly staff, really comfy beds and very clean. Close to 6th Street for, better or worse (earplugs provided in case needed)."
5,OMG,"This hotel was AWESOME. When we arrived it was a slight mistake on the room, but Omni front desk staff came to the rescue. They upgraded our room and BOY-O-BOY it was an amazing room with an incredible view. The beds were soooooooo comfortable and it simply felt like home. And if you ask would we stay here again.......WITHOUT A DOUBT YES!"
3,"Great Location Hotel, Outside skyline Bar-pool (small and average, no restrooms near)","Went to meet my friend who is to be jumping the broom soon, we decided to stay at two different hotels for the WKND but stayed the first night at the Omni, parking was too much for valet $44, but across the street 15 dollars (park yourself if you like to save in this category-I do!). The room was clean and nice but small, comfy king bed, with a balcony, but the restroom walk-in shower was Excellent! No complaints. The room would be okay for two people sleeping but if you needed a rollway it would hardly fit between the bed and wall. Not a room to have guests. Then next hotel was Amazing in everyway but I'll leave it out of here."
2,Way overpriced for what you get,"I was originally stating at JW Marriot which prior to my husband joining me a few days later. I originally was out here for my scentsy reunion and shared the marriot with others. My husband picked the Omni to extend our trip based on all the amazing praise it got on hotel.com. I will say what they post there does not compare to what it is in person. Where do I begin.... we get here on Saturday and find out the valet parking is 44.00 a night or you can choose self parking for 32.00 a night, so really not much of a difference, then if you want breakfast brought to your room it is 22.00 for eggs, sausage or bacon and toast then you have to pay a 4.00 fee to have it brought up to your room. Are you kidding me I can cook that breakfast for around 10.00 and feeds family of 5..... our room was clean that's about all I can say for the room... then the pool area is on the roof direct sun the only shade is by the bar. No misters or fans running..come on its TX in the summer, then no bathrooms at the pool you have to walk down a few flights of stairs to the locker room you go to use the restroom and guess what the toilet is broke it wont flush... no out of order sign on the door so people still use it so I'm sure you can imagine. I have learned we will not be staying at an omni again and we still have one more night left."
5,Basically 5,"Beautiful place. Great location. No vending machines available at all for quick drinks are snacks. At check in we didnt get all the information we should have. Like how to get to the pool and any other services available. The room was nice but when asked for the sheets to be changed and the floor to be vacuumed then same sheets were put back on and I'm pretty sure the floor did not get vacuumed or if it did it was not well. There was only a mini fridge with lock on it in the room, so bringing leftovers home was out of the question if they couldnt sit out. Other than those few things we had a good time at a nice hotel."
1,Omni cancelled my reservation without notice and did not validate my parking,"My reservation was cancelled and nobody contacted me. Apparently my credit card authorization did not go through due to an error. I showed up to check in and this was the first I heard of the cancellation. There were no rooms left for the night and in fact they told me that had oversold rooms and had ""negative four"" rooms available. They offered to find me a room at a different Omni. All the rooms they offered were more expensive than the one I had booked - why not at least price match for my inconvenience? Then I asked to have my parking validated and the staff member told me I wouldn't have to pay for parking because I was only there for 15 minutes. He was wrong, I did have to pay for parking in the garage on top of all of this."
5,Great Stay,"Recent stay at this hotel for business. The location was within easy walking distance of the lake, 6th st, and many good restaraunts. The hotel had very comfortable beds and good size rooms. I had no problems with noise, but earplugs were available. I would return to this hotel because the staff was so friendly and helpful."
5,Birthday Getaway,"As alway, The omni Downtown Austin didn""t disappoint..The service was top notch, from Bell Boy to Housekeeping..The shower is nice & big and they have good lighting in the bathroom...We stayed as alway on the Club Level and loved the perks that comes with the booking on that level..Our hostess for Happy Hour was very attentive to everyone needs.."
4,"Clean rooms, great stuff, small and very dirty roof pool","As I mentioned on my title, the hotel is clean, huge, and the stuff is welcoming and great. The room was medium but very clean, the same as the bathroom. The roof pool (one of the reasons we chose this hotel) is small, crowded and very dirty, I am sure they are not cleaning it every night, but they need to start. The hotel is placed close to many restaurants, shops and of course in infamous 6th street. Parking is $47, park somewhere else for way cheaper."
4,Nice hotel in downtown Austin,"Great hotel in downtown Austin, ideal for business travellers - lots of things to do in the evening as you’re a short walk from 6th Street which comes alive around 8pm.Hotel gym is well equipped so if you’re a business traveller trying to get some exercise in too you won’t be too disappointed. Cardio machines, some resistance machines and dumbbells up to 50lbs."
4,Clean but warm rooms,"The service was phenomenal. Everyone was very helpful and quite willing to help. The food provided for our conference was actually flavorful and plentiful. The view I had in my room was just gorgeous. The bar staff was friendly, though the drink prices were a little high (this is to be expected in most hotel bars). The hotel was very accommodating given that many of us were arriving at strange times from the airport.The room was quite comfortable. The bathtub was amazing, nice and deep. The beds were very comfortable. There were plenty of pillows on the bed (though they are on the softer side).There was plenty of things to do around the hotel, including multiple fantastic restaurants. The hotel rests just on Old 6th street and while there are several homeless people sleeping on the streets I never get uncomfortable walking down to 6th street from the hotel or walking back to the hotel. Honestly the homeless were very patient and willing to take no for an answer.The only “complaint” I have is that I could never get the room cold. This wasn’t just a problem in my room but I’m almost everyone’s room I had talked to during conference. Though to be fair, Austin was hotter than Hades on the Fourth of July.This was definitely a wonderful stay and I cannot thank the staff enough for the patience, understanding, and willingness to work with our group."
5,"Gorgeous Property, Amazing Staff","I stayed at the Downtown Omni for a long weekend girls trip. The property was beautiful, in close proximity to the go to bars and restaurants - not to mention the amazing rooftop pool. The staff was friendly and attentive. Madison at the front desk gave us great live music recommendations and places to go as we were first time visitors. We stayed on the 9th floor from the 18th to 21st and the housekeeping team was phenomenal. The attention to detail was much appreciated. Would recommend this property to anyone staying in Austin on business or for pleasure."
3,Adequate accommodations not a 4star quality experience,"Accommodations were adequate, clean but outdated and very worn.I received a fantastic deal so I would only recommend this hotel for a low price. Had I paid normal prices this would review would be far more negative. But I am satisfied with our stay for the price.Our shower was broken upon arrival and had to be repaired while we were in the room. We had to request our room be cleaned at 4pm and again at 8pm. It was finally done around 9pm.The room was clean, it had fabulous NEST products, and it was quiet at night. Internet was spotty and I kept loosing the signal.We had difficulty using uber due to the construction outside the hotel. Trips were cancelled once the driver saw the horrendous traffic to get in.There is a large homeless population downtown and surrounding the Omni is no exception. The downtown location was great for walking to congress bridge, river activities, and good food and coffee locations.I do not recommend in room food or coffee service. I would use uber eats and higher quality from the nearby shops if you aren’t up for going out.They were able to hold our bags on our day of departure which was a great service for us. But It was 100 degrees out and there is no water bottle fill station. Which is absurd considering the Eco friendly vibe of Austin."
3,Great Staff - Get Maintenance Done!!!!,"The staff were all polite and friendly.My room was on the 16th floor, but the elevator that serviced the upper floors wasn't working. The effort to get there via the other elevators was a huge hassle. Also, apparently the TVs are fed via a satellite - the stations kept going out, which was very annoying. The toilet in my room was clogged upon arrival - are you kidding me???"
3,Decent,"Pros:-Clean, large bathrooms-Convenient location-In-house parking that's convenient-Nice facilities in generalCons:-Pillows are not comfortable (so beware if you have neck/spine issues like me)-No 24-hour menu for room service. A lot of other hotels offer this.-Menus for room service are pretty limited"
4,More like a 3.75 but not a solid 4,"Stayed 2 nights (Fri & Sat) in June for a girlfriends birthday weekend. We were originally booked at the Aloft but switched because there was no pool there and the Omni rooftop pool seemed pretty enticing!*Location: great for hitting up 6th street! Literally 2 blocks away. That being said, you definitely get the noise (music, cops) and lights (cops) depending which way your room faces.*Room: Clean, traditional with average bathroom. Wish it would have had a separate shower…shower curtains freak me out. A very nice surprise was the Nest bathroom products, my fave!*Pool: Cool concept having a rooftop pool but it was literally the size of a hot tub with a slick metal bottom. Super crowded, no available chairs, but great views. Beware when you enter the pool via the stairs, there’s an ill-placed pool grate/cover that left me with a black and blue toe.Would I stay here again? Maybe. It was just an average stay but the price was right and the location was super."
4,Good solid Hotel and value for the price,"This hotel is located in the heart of the downtown area. It was very close to my office and to a bunch of restaurants, bistros and bars. The rooms are always very nice, clean and updated. I always try to stay here whenever possible."
4,"Nice, but...","For the price of a suite, I expected more. A regular room would probably have been a better deal. No microwave or fridge and we had babies with us. So bottle time was a bit inconvenient. However, the staff was great, nice hotel but location is not the best."
3,Ehh..My second stay here..may be my last,"The French toast was very good at the lobby restaurant. The concierge was very helpful. The front desk clerk who assisted us in our check out was very accommodating and genuinely seemed to care about an issue we had with several very loud neighboring guests. We loved the fruit infused water in the lobby each day.The view from the rooftop pool & bar is beautiful.The beds are VERY comfortable.· I think it might be time to update the hotel. It is nice, but it is dated and could be updated to more of a current décor throughout the hotel.The rooftop pool is very small but nice, after you climb 2 flights of stairs to get to it - NOT HANDICAP ACCESSIBLE even though it does have a handicap pool lift. Any guests with physical disabilities would have to be carried up 2 flights of stairs to enjoy the pool. Get out there early to get a chairs together. The pool was filthy also.There are 2 bottles of water on the dresser in the rooms, with no indication as to whether they are complimentary or if you will be charged for consuming them. It would be helpful to have a sign indicating either or. We opted for sink water just to be sure we weren't being charged for the bottled water (which are $6 each at the Omni Ft Worth).Starting from when they checked in on Friday, there was a group of guests who occupied 4 of the rooms across from our room. They were constantly slamming doors as they went back and forth from room to room. Yelling up and down the hall day and night. Obviously, they didn't notice the large sign by the elevators indicating the hotel had a strict NO PARTY POLICY. There were so many people coming and going from the rooms across from ours. It was very hard to relax with so much noise. When we finally called the front desk at 12:00am Saturday night, we assume a call was made to their room, because it quieted down. 2 neighboring guests next to us had already gone out in the hall and asked the group to be quiet, but we didn't notice anything change until we called down to the front desk.The rooms need more 'Working' power outlets. They have mounted small power strips to the desk and 1 nightstand. My husband's phone was plugged into the desk power strip on his charger the first night so he could play his fan app. His phone battery died while plugged in overnight and took forever to charge for the day exploring Austin. More than half the television channels did not come in clear or even at all."
4,Great hotel,"Stayed here for a birthday celebration. The quality of service, friendliness of the staff and cleanliness of the hotel was excellent. Great location downtown. Within walking distance of 6th street and other major points downtown. Rooms were quiet and beds were comfortable. The only issue I had was trying to connect to wifi. My son connected just fine, but I had issues (could have been my phone services). Overall - it was a great experience."
5,Austin Getaway,"This was a much needed getaway for us. We had a wonderful stay and would recommend the Omni to anyone. The interior design is truly amazing, and the staff is absolutely the best . We cannot wait for our next visit."
5,Austin Omni Hotel Downtown,Service from Staff was top notched from check in to check out. Would stay in an other Omni whenever available. I had neverev stayed at an omni and I am very pleased that i took a chance to stay at this facility.
4,Steps Away from Congress & 6th,"I have explored all the hotels downtown Austin except the Omni Downtown, so this was the day to explore the hotel lobby. I walked up from 6th Street and found the doors locked. It turned out I had to walk around the building to enter. I noticed it was actually two buildings connected by a square glass atrium. I finally walked into the right doors to find a very large indoor space. Omni hotels always have that luxurious feel and this location was no different.I decided to walk around noticing people checking out at the registration desk since it was very early in the morning. There was nice seating all around with guest drinking coffee and eating breakfast tacos. I found a coffee stand serving fresh Peet’s Coffee and selling breakfast tacos. I only got a coffee and found a place to sit. There was a bar which was not open yet with table seating but found a comfy couch.In looking around the place had a nice decor and watch the elevator go up 200 feet to the top of the glass atrium. The place is very bright due to the natural sunlight. I could see the hotel internal architecture where on one side was an office building and the other the Omni Hotel. It felt so open in here and relaxing.I saw a small gift shop in the lobby to purchase items you forgot at home. I stayed about 30 minutes until headed to my conference, but will remember to return to this nice hotel either to grab a breakfast taco or drink at the bar."
4,Great Location!,"I was visiting Austin and chose this place because of the ideal location to the downtown night life. The hotel has very late check-in (I got in from my flight around midnight) and had no problems checking-in. They have a no visitor policy after 10:30 pm which is helpful in controlling the volume on the floors. Honestly I didn't hear much noise, but if there was any noise it was very faint from the other hotel guests. So the hotel offers free Wifi, however, you have to signup to become an Omni Hotel member to get the free Wifi. The Wifi was hard to connect to at times, thus why I'm giving this review a 4/5 stars. When I was checking out I was told I had 2 charges for internet usage, but I explained that there was a problem with the internet and I had signed up to be an Omni member and they waived the charges from my bill. The downtown area was less than a 10 minute walk, but be careful around the area and in Austin in general. Many homeless people that are constantly coming up to you asking for money. It became a really annoying.The staff were really friendly and amazing. The room was immaculate and huge -- great view of the rest of Austin from my room.Also note: when you become an Omni member there are other amenities that become complimentary in your room, like the water and whatnot.I would stay here again."
5,Amazing place,Hands down one of the best hotels I've stayed at. Great costumer services with an amazing rooftop bar that has an even better bartender Gabby B. Ask for one of her signature drinks they are delicious.
5,Great Hotel in the center of Austin,Clean and high quality hotel. The staff was very friendly. Nice rooftop bar. Pool could be bigger and newer. But the view makes up for that. Room was great. Pillows a little too soft for my taste and the tv could be upgraded. I’m just complaining about those things because there wasn’t really anything bad about this hotel. I’ll go there again next time I come through Austin!
2,No Charging Ports,"I booked an Executive Suite and there was no where to charge my phone, tablet or smart watch. They really need to update the technology in these rooms. I don't recommend spending the extra money on an inadequate suite."
5,Five star experience,"Even though we just stayed for a night, this was one of our best experiences at a hotel. From early checkin, off menu food items, to late checkout, the staff went out their way to accommodate my family’s requests. Thank you!! Great location, superb value."
5,No detergent allergy reaction here!,"For anyone who has a severe detergent allergy like me, I always pack my own sheet and blanket just in case but here I didn’t need to unpack it. No reaction whatsoever. Will stay at Omni Hotels now that I know this! No reaction to sheets or towels. What a nice change! Thank you!"
5,Very Nice Hotel / Great Location,This is a very nice hotel - I was there for a family event and some of the family stayed at the Westin down the street. The Omni in my opinion is a nicer hotel and more economical than the Westin. The only negative is the parking is $34 a day which is comparable to other hotels in the area I assume - just be sure you budget this into your trip when looking for hotels in the downtown Austin area.
5,Beautiful and great location!,"This hotel was centrally located and the staff was friendly and had great advice for recommendations on food and kayaking. We basically walked everywhere after we parked, so it was certainly convenient. We will definitely stay here again next month and recommend this hotel. The restaurant did have a great breakfast."
4,Nice Stay,"Recently visited Austin, TX and stayed 2 nights at the Omni. It was an enjoyable stay. We stayed in an Executive Suite, very spacious and comfortable. Room was clean and updated. Staff was very friendly. Location is good, super close to all the bars and restaurants.The bar at the pool was only open once which was a bit of a let down. WiFi at the hotel is poor."
5,One Night Stay,"Hotel emailed before arrival for my travel plan arrival time and said they would hold the room. It is located somewhat away from the downtown happenings, yet that was not important for this trip. The ambience was hip and the room decor was perfect."
3,Mixed review,"My husband and I were in town for the races, our first trip to Austin. The service was great. We elected for $15 each per day to do the breakfast and happy hour. It’s well worth it! The host or hostess was always very accommodating, although the only red wine they had for 5 nights was Pino noir which my husband doesn’t like so he had a mixed drink each evening. The appetizers were always sufficiently filling.. we enjoyed it. Parking in the building is $30 per day. Also, the water pipes were loud.. when the patrons next door were in the shower we knew it... the loud pipes woke us up early."
2,"Looks pretty, staff is friendly, but has issues","This looks like a nice hotel, it looks very pretty and it's in a nice area of town. However, you'll be terribly disappointed by the internet connectivity. My room smelled like a wet dog. There is loud music that is played nearby that can be heard in all of the guest rooms. Bring your ear plugs."
5,Nice Omni,"Probably my second or third stay here for business. Nice location and literally a few blocks from my worksite. This time was put into a newer suite and it was beyond comfortable. The welcome amenity was very nice. Staff made great efforts to show appreciation and make my stay wonderful. Food in the concierge was awesome and the EVENING attendant there was absolutely the the nicest, sweetest and most attentive person. She was amazing. It truly was a great stay!"
5,One Night Honeymoon,Amazing stay and staff. Complimentary upgrade for honeymoon and concierge desk went above and beyond. Easy check in/out process and extremely clean from guests room to lobby. We will be staying here again.
4,Great location and nice hotel,Great place for a girl trip. The pool is not huge but fun. The pool bar should open at noon however on Fridays. The coffee bar had breakfast items. Great for me people like me who do not do big breakfasts. Our room was clean but the hotel is showing it’s age. Self park is $32 a day but that’s normal downtown. Always felt safe and the staff was very helpful. Love the Nest products in the room
5,Omni,"Booked Omni as our base for a few days. The hotel is lovely!! The staff are amazing . The desk staff, and Mark were extremely helpful in some papers I needed to be faxed urgently. There’s a rooftop pool with perfect temperature water. Very quiet at night . Comfortable room with a nespresso machine for morning coffee. 2 blocks from congress street with tons of restaurants and some shopping.I would stay here again."
5,Fantastic Hotel,"This hotel was fantastic from the check in to the departure, everything was perfect. The room was quiet and the bed was super comfortable. The elevators were always available. We even had a great view of Austin. I would definitely stay there again."
3,My stay- 3 days,Restaurant menu was very limited and opening hours not good for travelers or for a conference. I have stayed a better hotels at half the price.Lots of homeless people around the perimeter of the hotel and they approach you wanting money
4,Great location,The Omni downtown is a great location and the service is impeccable but they need to make some upgrades to the rooms. Make them more tech friendly for smart devices. Also bathroom could use a few updates like towel hooks
4,"Great for business, close to downtown action",Stayed here 2 nights for business. Spacious suite on 18th floor had great views. Location 1 block from 6th St is fantastic but there is a fair amount of street noise (think Bourbon St in New Orleans.) Bring your earplugs and you'll be fine!
3,"Nice location, dingy hotel.",Although the Omnis in the past have been nice upscale places to stay this location was a huge disappointment for the price. It’s a great location literally 2 blocks from E 6th but the floors of the entire hotel are stained and old. The rooms are dingy and desperately need to be modernized. I felt like I was staying in an over priced motel 6. The lobby was nice but still had old carpet throughout which was gross. Was not worth the money. Next time we will stay at a newer hotel (there were several 3 star at the same price point that were actually newer but we wanted a 4 star)
5,Scotts 50th birthday.,I took my husband to Austin for his 50th birthday.It was a fine stay. We both travel a lot for business and the Omni in any location doesn't disappoint which is why I chose this location for our stay
3,It's expensive!,"I was very surprised by the cost of the hotel and perhaps even more surprised when I arrived and found out how slightly above average most things were. The rooms were nice and clean, but far from what I expected given the cost. Nice location, but also very close to the homeless shelter. I have stayed in much nicer hotels, for considerably less."
3,Tired Hotel with Good Service,"I stay at the Omni Downtown quite frequently due to business meetings that are always held there. The service is always friendly and very good. But for the price, the rooms are tired and the hotel desperately needs renovation."
1,"Small Rooms, Hard Beds, Bad Shower, Poor Internet","The title should say it all.For the price of the room it should be a great experience. Not poor.Our room was small as a Motel 6 and kind of felt like one.The bed was super stiff/hard. I had a hard time getting out of bed because my back hurt so much. The shower was broke and when trying to make it warmer, something in valve would click and switch to pure hot water. Damn near scalded myself and my wife."
