rating,title,review
5,"Great Service, Superb Staff","Without doubt one of the favorite hotels I stayed during my time in Austin. There was a staff member, Eugenio Alvarez, who was particularly helpful, accommodating and shared his knowledge about Austin with us."
5,Very cool experience,"Stayed Friday night at the W in downtown Austin. Must say one of my best hotel stays ever. And, I travel a lot…150 nights a year Diamond with Hilton and Titanium with Marriot. Yes, the W in downtown Austin I’d put as one of my best experiences.The hotel is very hip. Very relaxing. Service in phenomenal. They pay attention to details, think in advance of what you might want. Everything is easy.Two exceptional folks on the W team in dining area are Katherine H. and Prometheus W. Very informative. Present in every conversation. Strong attention to detail and complete service. The ambiance and entire experience is incredible. Both folks are stars above stars. Exceptional and memorable service."
4,Downtown luxury,"We enjoyed our stay at this luxurious and stylish hotel right in the middle of downtown. We were right in the thick of things, walking distance to everything and anything you wanted to do.The staff was very accommodating, the vibes were just right for relaxing or people watching.They could add a few more drawers but otherwise a good time had by all."
2,Not your typical W,"Pros: Great central location, cool rooftopCons: lobby needs a deep cleaning, rooms are ok but there are repairs needed and couches/showers could use a deep cleaningFor the price it's not worth it and not what I typically experience at W's."
3,Just okay,The hotel is just okay. In my opinion now worth the cost. The first room given to me smelled like urine. The next room was better. There were obvious signs of wear and tear on the furniture and stains in the carpet.I have stayed a better W properties. I wouldn’t revisit this one.
3,Clean but unfriendly,"I chose to stay at the W based on previous, positive experiences at most other locations (Fort Lauderdale, DC, Boston), but ultimately regret the decision. From the lack of greetings by door staff who opted to chat instead of open the door as guests entered, to the deafeningly loud music at the pool- which I totally get at certain hours on weekends, but at 1pm on a Monday? Opposite of relaxing and recharging. I expected more given the room price. Bed was large but pillows were super unsupportive and left me with a stiff neck and sore back. Housekeeping was on point, and the room was ready earlier than check-in, on a positive note, but suffice it to say, this isn’t the shining star of the W franchise. I’d recommend staying elsewhere in the downtown area, particularly if you’re there as a couple looking to unwind."
1,"Manager Ashely + Alex Humiliate and Defraud me after I return from ER, + demand & copy medical records w/o authorization","I had booked a spa appointment on 6/23, and had to rush to the ER on Thurs, 6/21. I texted the front desk through the Bonvoy App on 6/21, asking to cancel my Sunday appointment, as the cancellation window was 24 hours from 6/23 appointment. The app responded that the reservation was cancelled.However, I got a text late 6/22 that confirmed my spa appointment for 6/23. I went to the front desk to inquire how this was possible. Then, Manager Ashley and Alex claimed that ""the spa has never had a cancellation policy,"" and that I would be responsible for the entire $230 bill unless I ""produced my medical records.""I then brought my medical records down, so they could look and confirm, BUT MANAGER ASHLEY, WITHOUT MY CONSENT AND IN VIOLATION OF FEDERAL HIPAA LAW, SCANNED AND MADE COPIES OF MY EMERGENCY ROOM MEDICAL RECORDS.Then, of course, I see the text from my Spa appointment that says ""We require 24 hours notice for cancellations or changes to this booking,"" and show to Alex. Alex then tried to convince me that ""24 hours notice for cancellations doesn't mean I can cancel before 24 hours.""Of course, Ashley and Alex needed to humiliate their disabled guest one last time, so I was curious when both him and Ashley were chuckling when he gave me my room key. Curious, that is, until key didn't work. I then struggled back down to the lobby, where, obviously suppressing laughter, Alex and Ashley were like ""Is there something wrong with your key, sir?""Never book here."
5,Obsessed with this hotel!,"Wow! Where do I even begin!? I have stayed in many hotels for work and this one surpassed expectations. From the valet opening the front door for you to the stunning view from the 16th floor, everything was perfect. The decor and upgrades in the room made it feel like a 5 star resort and Javier + staff was extremely pleasant & professional to interact with. They truly aim to please by going above and beyond to make sure you’re comfortable with complimentary waters, microwave in room and even provide a shower curtain if needed. I stayed for two nights and wish I had more time to explore the amenities because the pool looked like so much fun but needless to say, I would definitely stay here again if given the chance. This is a must hotel for your Austin visit!"
5,Great staff and cool hotel,"I have frequently stayed in many of the other Starwood brand hotels but rarely W, it seemed a bit too gimmicky. I decided to give this one a try. The rooms I stayed in were beautiful. I say rooms because there was an issue with my first room and the staff was unable to solve the problem (I let them know after my first night). The following day, after realizing there was still the same problem, a manager came up to inspect the room with me. He apologized that it was not fixed and moved me into a much larger suite. Brian even followed up after my stay via email and gave me addition Bonvoy points due to the inconvenience. The Starwood hotels (now owned by Marriott) offer great service (unlike other chains such as Hilton).Problems happen in all buildings - it's how the staff responds that makes the difference. The W staff is on point."
4,Great service & comfortable beds,"The W hotel is a very nice hotel; not easy to find since the sign is about 7 in high but once you find it- you are going to like it.The customer service is exceptionally professional & accommodating.The rooms are good size, beds very comfortable, the decor is very contemporary & hip.The lobby is not your typical lobby- it’s very hip and dark... I guess dark is hip now!Good downtown location."
5,Wonderful!,I love this hotel. We have stayed here several times.Valet Brandon and Front Desk Dorian make a fantastic first impression. There’s nothing like a warm welcome!Great food in bar and room service. Comfy bed. Clean room. Friendly staff throughout the hotel.Wonderful stay!
5,About the best vibe of any hotel in Austin,"Stay in enough hotels and you get a sense for spaces, vibe, ambiance. The place is incredibly well designed, super chill common spaces that spread out in a labyrinth of intimate rooms to enjoy time with friends. The room was AWESOME, got a nice upgrade to a suite for my birthday (and Bonvoy status I suppose). Probably 900sf and well appointed. Front desk staff were consummate pros. If I have to nit pick, $50 for valet is a bit lofty, but I am guessing they have to pay to park in the garage across the street. Otherwise a perfect property."
5,Wedding pictures,"A big shout out to the day manager Ernie!! We can’t thank you enough for saving our special day!! The hotel staff is beyond the call of duty. First class all around. We can’t wait to return soon, and enjoy the gorgeous pool."
5,"Excellent, under-rated hotel","We stayed for two nights over Memorial Day weekend. The hotel is modern and in a great location (downtown, close to the lake, with a good-sized Starbucks just around the corner). The room was surprisingly spacious for a downtown location. Service was excellent all around. We did not notice any of the typical W quirks - it felt like a well-functioning, stylish hotel. The only unusual thing was that there was no door leading to the shower area (and the shower door itself was all glass), but there was a little card in the bathroom offering to provide a privacy curtain upon request. We requested it and it served the purpose perfectly, as it allowed one person to take a shower while the other used the washbasin. The restroom has a door, so no issues there.The hotel offers valet parking only, but their rates are very competitive - we checked out the parking garage across the street and the hotel rates were actually lower! They also have an efficient system for retrieving your car where you text them your ticket number and they bring the car out. The people at the bell-desk offered top-notch service - always holding the door open when you entered, and not hanging around for a tip after loading the car. Highly recommend this hotel!!"
5,Fantastic views and service!,"We stayed overlooking the river on the 12th floor, which was an amazing view. When we arrived I will say the vibrant (packed) pool scene could be heard in our room (music and bar scene noise), so if you want it quiet don’t overlook the pool. Our room was clean and beautifully decorated. The only thing I missed was a dresser or drawers to unpack. It was just a weekend, so we lived out of the suitcase and hung a few items. Bar in lobby and brunch in the record room were fantastic. Service at desk was great too! Loved having Starbucks next door. Tons of Austin to see nearby... great walking."
2,Loud construction site just north of hotel,"Beware: Horrible loud screeching noise from 3:30 am to 5 am Sunday night / Mon morning from construction site across street plus again 5 am -7 am tues night with heavy equipment humming loudly. From googling, doesn’t look like they are allowed to do that at those hours even in a business zone per Austin city code. Management needs to complain to city on behalf of its high paying guests or else will never be enforced. two stars for the nice pool though."
4,"Great location, very helpful staff, cool, modern decor","Stayed at W Austin for business in May 2019. Location is perfect. Many restaurants and entertainment venues are nearby. Hotel is modern and cool. Restaurant is nice. Staff is very helpful. Room is nice also. But a few things were missing to be five star. Great coffee maker in the room, but no stirrer or spoon for sweeteners/cream. Not enough plug ins at the work desk. No true drawers to keep small items such as socks and under wears, just open shelves. Although a few things are missing to be the top notch hotel, because of the location and service, probably I'd stay again when I am in Austin."
3,Very Mediocre W,This property is tired and lifeless and expensive. Service was unenthusiastic and lame. I have several future trips planned to Austin and have no plans to return here. Water pressure was poor and it took several MINUTES to get hot water.
5,Five Stars,"One of the best hotel experiences I've had in Austin. Gilbert and Shelby could not have been better hosts, they really made our experience unforgettable and were very accommodating. Five stars... At the W hotel, Winter is never coming."
1,Should have stayed at the Four Seasons,"Full disclosure: I would happily give this hotel chain 3 stars but ALL swanky hotels have now begun including their bar reviews with the hotel reviews. That is rather deceiving.What has happened to my precious W?11 years ago I stayed in my first W in New Orleans. As a private hotel chain, Starwood and its hotels were AWESOME. The W was all about service. Everything inside was free. Free WiFi, free snacks in the room, free parking, you couldn't tip the bellmen or concierge, even a free drink upon checking with a cheese plate. You could easily book, cancel, and change your stay without fees until the last second. The bar was awesome and the rooms ultra-quiet. The place was fully booked all the time.Fast forward to today in 2019. Marriot bought Starwood in 2016 and almost immediately started milking its loyal customer base for money.The W is now an exercise in taking as much money as possible from you. They really do not care about service or the customer anymore.I have no problem with paying well for a premium room in a premium location. But then, I was constantly fleeced for every nuance from WiFi, to parking, to the water in the room, to extra towels, to a rollaway, to an extra person stay over. It is tiresome.Worse, gone is the time when you could easily change your booking or cancel a room last minute (or even just a night). They want your money and make no mistake, they do not give a damn about you.Lets talk about THIS Austin W. The rooms are tiny, there is no bathroom door (hope you’re close), there is no water pressure, the hot water never got above luke warm, the room smelled like dogs, the walls would vibrate when a door was closed in an adjacent room, the staff are very pretentious and fail to respond to even simple requests, the hotel does maintenance during all hours on the elevators so it is very difficult to sleep. I could go on, but I think you get the idea.So, sadly, I must say to AVOID the Austin W if you plan to stay. The bar is still awesome, just don't expect the rest of the hotel to be anything other than a dressed up Marriot with demeaning staff.For true service, there are few places left where you are safe anywhere in the world. I can strongly recommend the Four Seasons, the Ritz Carlton, any Trump International, any Sofitel, and any Mandarin Oriental. A Waldorf Astoria is a second good pick. The W is no better than a courtyard Marriot except for the bar...Goodbye W...My wife warned me...Self note: you should always listen to your wife."
2,The end of the W for us.,"This was the worst hotel stay we've had in years. It's one thing to pay $600 a night for a luxury room, but quite another to pay for a small, poorly designed room that constantly booms bass all day and night long. We splurged for the rooms with the outdoor balcony, over the pool, but the sun made it so hot out there that no one ever sat on their balconies (the hotel was completely booked) and they could have easily shaded them. We were surprised that everyone sitting at the pool was in their early twenties (how do they afford this place?), but we didn't want to hang there because they were being obnoxious in the pool for the entirety of our 5 day stay. Also, the pool was freezng and it was 90 degrees outside. To our dismay, they informed us that the pool was not equipped with a heater....we chose this hotel because we swim for our exercise and it looked like a beautiful lap pool. Who ever heard of an upscale hotel not heating their lap pool. It wasn't just us...everyone at the pool was only dipping their feet in and we heard a lot of other people complain about it. The decorating was tired, dark, and depressing. I felt like the designer was going for ""convention hotel meets Chinese opium den."" On our last night, the desk clerk wouldn't reissue a key to me, despite the fact that they said hello to me several nights before. I had to wake up my mother and send her downstairs to sign for me. Ridiculous. I'll give them two stars for cleanliness and the valets were nice enough."
3,Not impressed,Hotel seemed wonderful online... not impressed with it in person. Concierge booked me a blow out for my birthday day evening before a nice meal. Went to salon and they said they had called back and cancelled it because the stylist was sick. I never received this message from the hotel and didn’t receive a call.Took the luggage guy 45 minutes to come get our luggage so we could leave and valet 30 minutes to retrieve the car... and that’s even when we told them the night before what time we needed the car by AND called that morning to remind them.Spa area was gorgeous and the gym had a wonderful view out onto the city... also every piece of equipment you could want!
3,A YOUNG CITY!,"Excellent location in downtown Austin with walkability to shopping, restaurants, and some music. A short Uber ride gets you everywhere. The hotel has a nice bar, friendly staff, and decent food. We booked it for the pool and were disappointed that at $700 a night, it was not heated. Not pleasant unless you like an arctic swim. The rooms are very poorly laid out with no drawers, little closet space and no place to put your toiletries unless you are not sharing the room. No tub. A big stretch of entry that could have been used more efficiently. For a weekend, fine. For more than that, stay two nights at any other hotel and have more interior comfort."
5,2nd night was great,"As they say, it’s not about a problem during a stay, but how the problem was handled.My first night was horrible - something loud clanging that kept me up at all hours. An elevator perhaps, I’m unsure.When I asked for help, Brian the manager was quick to offer a solution. I was very appreciative of the communication and the response.PROs- excellent downtown location walkable to many restaurants- clean, comfortable rooms- typical “groovy” W ambiance- good food on site- friendly staffCONs- nothing since my concern was addressed"
4,Great Location. Great Management,"Great location. There is a Starbucks on the same block.Rooms are maintained well.Elite status recognized and benefits delivered.Great staffIn-room dining has negligible vegetarian options. The vegetarian burger was very ordinary. In-room dining needs to be improved for the price charged.Overall, I will come back and stay."
5,16th Annual Guys Trip,"Hotel accommodates 25 of us. Exquisite hotel with great design and architecture. The bar and lounge area was spacious, comfortable, and a joy to hang out at. Bar staff was extremely accommodating and knowledgeable. Front desk was warm and friendly. Special shout out to Tilly and Ashley. Tilly took great care of my friends jacket, which he left in the room. And Ashley went out of her way to get me some packing tape so that I could secure a piece of art. The gentlemen at the entrance held the door for me every time and were friendly and ready to give recommendations. Room was room was cleaned very well every day by the staff. Special shout out to Mary Lu for being so friendly and always with a smile. Best hotel gym I’ve ever worked out in, with great views and three awesome Peloton bikes. The men’s locker room had all the amenities I needed and my personal favorite was the large shower with steam room feature. The pool area was thoughtfully laid out, though a bit small if you actually want to swim and play. Overall great experience. My 4 days there alone made me want to sight up for Marriott rewards club."
5,Anniversary fun!,Great staff and beautiful view of the lake. We upgraded to the spectacular room which was nicely appointed. They made our dog feel so welcome with a surprise gift! Fun at the bar and great people watching. But no place to really dance to the great music the DJ was spinning.
4,Nice but not Wow,"We've stayed at many hotels all over the country as you can see from our reviews. Booked the W for a friend's party at ACL small stage and while it is a convenient location, it is wayyyyyy overpriced. We bit the bullet because it was a combined Valentine's/Anniversary/Party stay. One bonus; they upgraded to a bit larger room upon hearing it was for our Anniversary.The lobby is modern and inviting; a bit smaller than I would have expected but they can't do much with the layout with the walls the way they are. Very nice staff, clean common areas. Rooms are nice and modern but not the wow factor that I was expecting. The housekeeping also left a little to be desired; handprints(?) on the headboard, shower needed detail attention, etc.We had a great view so that was another bonus. Cool gas fireplace near first bar adjoining into 2nd lobby area. We walked into Trace for brunch Sunday but it was dark and too quiet and didn't seem as inviting. We walked across the street to Taverna (see separate review).We stopped into the bar Saturday night after our friend's party and the night life was hoppin'! Had no idea but it was a lot of fun. Others who've stayed here say it gets loud on Fri/Sat if your room is near the lower floors so if you don't want to hear music until 2 be sure and ask for a higher room!All in all a nice stay, just don't think the price and what you get for it justify the high price :)"
1,DO NOT GO TO THE BAR,"Unconsciously high prices, bad service, poor (small) pours. This was a massive disappointment! I would not recommend.Good mixed drinks, straight pours were small and over-priced. DO NOT come here at all!!!"
5,Best Location in the City,"I love staying at the W because there are a lot of great restaurants and things to do within walking distance.The seating areas, bars, and restaurants are off to the side and are a bit of a labyrinth. I always get lost in them.The room is decent and the bathroom is spacious. Wifi is strong and it has always been quiet when I have stayed there.The breakfast was very good and a bar is a great place for a drink with friends. Word of warning- it tends to get overrun by younger locals at happy hour. Not necessarily a bad thing, depending on your point of view.I will be back"
3,"Clean, nice staff, small rooms, no place to sit","I've stayed at a few W hotels and they are definitely different than the average hotel. Different is not better in this case--the rooms are tiny for the $, and you only get one sorry desk chair if you happen to want to sit somewhere in your room. Sure, the bed is there, but not really the best for reading, watching tv, or just taking some time to chill.The location is good, rooms very clean and friendly staff. Just don't touch anything in the room unless it says free or it may show up on your bill. Hotels put those annoying treats in a room to cash in on an accidental purchase or gouge you for the convenience. I'm terrified to pick up anything in hotels like this as it is likely to show up on a bill for just moving an item.SXSW visitors--you guys get hosed on the very high price for this hotel. There are much better out there for less $ in the same general area. I got mine via an online bidding site and don't feel as ripped off. Sure it is ""trendy"" but you really don't get anything worth the trendy price tag."
5,Wow ...upgraded to a corner suite,"This has been a fantastic break away ...we have experienced W Hotels before , and we are not disappointed , from the moment of check in, lovely Dorian checked us in and said that the room was ready early , and we were upgraded to a fabulous corner suite :))!! Then we received a welcome gift consisting of “W Austin hospitality “ a bottle of Prosecco , Austin beer and stubbie holders , an Austin bandanna and a bottle of sparkling water !! I am beyond amazed at the level of service and welcome that we have received. I absolutely love The W Hotel , and they have not disappointed...I will definitely be staying at another W Hotel wherever we go .The best hotel I’ve ever stayed in for service and unique “boutique “ feel , they can’t do enough for you to make your stay special."
4,"Still top notch, but needs to catch up with the newer properties in town..","I have reviewed this property in the past and at the time those reviews were accurate at the time but its 2019 and like this hotel..its time to update a few things!First it wold be great for Starwood/Envoy executive members if there was a dedicated checkin desk LIKE EVERY OTHER PROPERTY. This seem minor to most people but at the price point and with the emphasis on loyalty program- it should be consistent with the other hotels.Staff is always super friendly and genuinely helpful. I checked in with my son this visit and when we got back to our room we had a plate of choc chip cookies and milk waiting for him! This is the kind of service the W has always touted and the personal touch is why I keep going back.Great pool. Always good action. Hotel food at Trace is outstanding and the atmosphere is always energetic. The gym used to be the best hotel fitness center but everyone else has updated and now its just a nice space that hasn't really been updated in a long time.The other properties now have an executive lounge for snacks and drinks and happy hours- hard to figure out why the W hasn't caught up to this yet. For about $50 less a night the JW Marriott offers this plus a bigger pool and more food options only a few blocks away.Another issue that most of you won't care about but its huge for me, the Tesla charger here is 6 miles an hour..so staying overnight I get less than 100 miles of charge? The JW Marriott will charge triple the speed so I keep having to drive my car over there and tip big so I can get back to Dallas. Would love it if the W got with the times here..In conclusion, I still love this property and its ""hip"" factor will always keep it booked and higher priced but it needs to catch up with the rest of the properties in town. The Westin has a rooftop pool and is usually almost $100 less with the the JW Marriott around $50 less and offers a lot more updated perks. I do appreciate the personal touch of the W staff and Ernie the manager took great care of us (even when he couldn't offer me the suite I requested as a Platinum member he still stood out positively )I will be back here but only when the room price drops during slow times, otherwise I am going to spend most nights at the JW Marriot."
4,Nice hotel with great gym,"Room was very nice and good service. Lots of comfortable common areas to hang out and meet or have a drink. Very nice, large gym with pilates and yoga studio. Spa looked nice too but did not get to use it. Similar to other Ws I have stayed at. Would stay here again if I have the chance."
4,"Excellent location and hotel, front desk needs some training though!","I absolutely loved this hotel! It is very artistic and chic. The lobby is beautifully decorated as well as the rooms. I got a complimentary upgrade too that I enjoyed very much! On the other hand, experience with the front desk wasn't great. They greeted and assisted me very professionally and had a smile always. But at the moment of check in the agent wrote down the wrong room number on my key card and that resulted in going up and down twice. I had been trying to open another room! By the third time, I just called with the phone by the elevators and they told me my room was actually written down incorrectly and that they apologized for the mistake. After like 15 minutes I could get into my room. Then, at the moment of check out I asked to pay room and tax with one card and incidentals with another card and when I gave out the second card they charged everything on that one. Room service staff got my breakfast exactly how I ordered it and it was delicious! Housekeeping was outstanding as my room was very clean and beautiful."
4,Hotel is nice hot spot trendy,The front desk was nice but the service was slow and had reservation wrong and didn't apologize but the hotel was nice and trendy great location and people watchingWould be back for drinks and food and pool
4,W Austin,"Very nice hotel. Modern with a club downstairs. Parking is bad. ($45 valet service) Room is kinda small but nice. Great view. The tub/shower is BAD. The tub is about 3-4 feet high, so it is hard to get in and out of, especially inebriated. Haha. Great location though."
3,"Location excellent, typical W hotel","Stayed here for business 4 nights. Very typical W -- trying hard to be hip and cool but chocked full of less-than-hip business travelers. Ate in the restaurant and the food was fine but expensive. Hotel is dark with standard W dark gray halls and somewhat weird rooms -- like that giant weird lounge chair they put in the W hotel room that no one ever sits on. Biggest issue I had was that the staff just weren't very helpful --like they were too cool for the guests. They also seemed to be screwing up all the details due to the recent Marriott-Westin integration -- charged for internet when it is part of my business rate, wrong Marriott # in the system so no recognition of my lifetime Platinum status,"
5,Great stay,We just got back from a 4 night stay at the W hotel in Austin and although everyone was lovely and the experience from an upgrade at check in to a great gym was terrific... I wanted to mention 2 exceptional people. Julia the concierge planned a tour of the UT campus including a map with specific stops for us ... as we were coming to see the school while it was closed for winter break. The other standout was Prometheus in Trace restaurant who took great care of us and even remembered how we liked our coffee— and brought it to us before we had time to ask.We will definitely be back at this hotel if we find ourselves back in AustinThanks for a great stay
4,"Modern, stylish hotel in the middle of Austin","The W in Austin is in a great location, has amazing customer service, every amenity you might need and our room was lovely.My only complaint is how busy the pool was. This is probably part of the appeal for a lot of people (pool parties, live music, lots of drinking), but for me (who wanted to relax) the pool area was overcrowded and a no-go from Thursday - Sunday when it became a party zone. I would have stayed somewhere quieter had I known. Obviously no fault of the hotel, just personal preference!"
5,"Beautiful space, great location, amazing service.","I just received amazing service and had to shout out about it. In additional to having wonderful facilities for events, their service is fantastic. The banquets waiter JC in particular went above and beyond to make my visit spectacular. Thank you. I look forward to returning!"
5,IMPECCABLE,"Absolutely every detail of our stay was taken care of with the utmost care. We were checked in by Ernie, who was welcoming, professional, and made us feel like royalty!The suite was exceptional and well appointed.We will certainly return and we will recommend The W to anyone looking for an incredible experience."
5,Amazing stay!,"Hello! Just wanted to express what exceptional customer service I experienced at the W, Austin. Brian Leibel, Dorian, Ronald and Hannah Coulter are incredible and provided me with world class customer service! Very grateful for all their genuine care."
4,Enjoyable Stay!,Really enjoyed my short stay here! I had a late check-in and was quickly given a room as well as instructions to a nearby restaurant. They offered to take my luggage to my room while i went out to grab dinner - nice touch! Location is central to restaurants galore! Room and bathroom was very spacious and well designed. I’d stay again!
5,Terrific Exeperience from the moment I Arrived,"I was greeted by friendly gentlemen opening the door, and it only got BETTER from there. At check-in, Caleb was superb. His personality shined brightly when I asked him about a few local events. He even remembered my name when I waved the following day.My room was immaculate, with a stunning view to the South. Everything in the room was clean and worked properly. The Nespresso machine in the room was a nice touch, but I prefer other brands.The hotel is just a few short blocks from 6th Street, where many of the local pubs (and parties) can be found. Next door is where they film Austin City Limits. And numerous other local attractions are nearby as well."
4,"Lovely modern hotel, great location and friendly staff","Great hotel, great location staff very friendly at check in and room very nice and swanky, not much privacy in shower area but could get a curtain if needed. Positives excellent gym and equipment, Austin had a water issue but they provided plenty of bottled water for teeth etc, Nespresso coffee machine and plenty of room as you came in behind the door to stand cases, downside was lack of usable storage such as drawers, bathroom shelves for cosmetics and like many hotels don’t put plugs near mirrors for doing hair, makeup etc. Overall very nice and good breakfast available did valet parking and again staff were very helpful."
