rating,title,review
5,Fairmont is Fairly Awesome,Spent a night at the Fairmont on business. It is new. It is nice. The service is great. The lobby bar is pretty cool. It is a short ride or a nice walk to good restaurants. Would definitely stay there again.
5,A weekend in Austin,"A weekend in Austin Texas. And what better place to be than the Fairmont a stone’s throw from Rainey St where it certainly does all happen! When you have eaten and drunk to your heart’s content, and listened to the sounds on show, the short stroll back to the comfort of the Fairmont is a great end to a fun-filled day."
5,Amazing staff,"Very impressed by the staff throughout my stay. They far exceeded my lofty expectations. The hotel is beautiful, the rooms and common areas were immaculate. Did experience some delays and congestion when using the elevators at peak times but it didn’t take away from an excellent stay."
5,Great Hotel,The staff were some of the nicest people. They really are in touch with the fairmont brand and look to make your stay exceptionally unique. The hotel is gorgeous in a great location. Would definitely stay here again
5,Great Stay,"Went with family , had a great stay. Execellent service from staff. On the down side I feel restaruant and room service prices are overpriced. Rooms are execellent, Staff is friendly and helpful.Enjoyed our stay!"
5,Always welcomed!,From the moment we drive up till we drive away we were welcomed. Met friends there for our 40th birthdays and the hotel and area did not disappoint! Spa was great. Everything was clean and smelled wonderful. Housekeeping was stellar. Breakfast was quite the experience!! Like no other I’ve ever been to! Bar tenders were friendly along with restaurant staff.
5,Lovely Hotel,"great service, friendly & veery helpful staff, beautiful rooms and lobby, great breakfast and snacks. Only complaint the beds are too high and the sinks are also high., but great shower. The location was good and concierges were ever so helpful. I would definitely suggest the hotel as a must in Austin"
5,Great hotel!,"I stayed for the weekend with my girlfriends and had the best time at the Fairmont. Excellent spa experience with massages, incredible meal at Garrison, friendly and accommodating staff, and beautiful rooms. It was so easy to get around Austin from there too. All and all a perfect stay!"
5,Beautiful Fairmont Just Off The Beaten Path!,"Flew into Austin for a Saturday UT Longhorn football game. The hotel is beautiful, staff terrific, and view from my corner room spectacular. However, the best thing about the hotel is its location! It is very convenient to take a short walk just down the street to all of the nightlife on Rainey Street. Easy walk to the live music on 6th Street and restaurants on Congress. We took a Lyft to the game and picked up a couple of Bird scooters to head back to the Fairmont. Super fun weekend and wonderful Fairmont Hotel!"
5,Great property in downtown Austin,"Recently stayed here for a conference and thought everything was top notch. Hotel staff was lovely, food was great, and the rooms were clean and comfortable. Gorgeous pool with view over downtown. Walking distance to many restaurants."
5,Great stay!!,I stayed here for a conference. Hotel was beautiful!- incredible F&B outlets- staff paid extra attention to detail- bedroom was very spacious- close to great bars- great check in and check out experience- felt very valuedShout out to Alessandro (Victor). He has the hospitality gene. Great attention to detail! He remembered my beverage and served it with personality. Also - great detail to have linen cocktial napkins. Very coolThanks Alessandro and Chris for making my evenings extra special.
5,First trip to Austin,"Traveled to Austin for my 50th Birthday. Our overall impression/stay at this Fairmont was excellent! Upon our arrival (for a reasonable fee) we were able to upgrade to a suite. The rooms were very spacious, clean and comfortable... with wonderful views of the river and city.All encounters with staff (check-in, concierges, housekeeping etc) were friendly, helpful and accommodating. My husband I both had massages which (for the price) were not the best we’ve had but still were enjoyable and relaxing. We enjoyed time at the bar and coffee shop and would definitely recommend this hotel."
5,Endodontics meeting,"I usually stay at the JW Marriott when in Austin, but my meeting was at the new Fairmont and I wanted to check it out...despite being a loyal Marriott / SPG member. I have converted to the Fairmont brand! At least Austin’s. I loved the overall feel of this hotel as well as their bar options, restaurants, and Spa (the best I’ve experienced in Austin...typically I havnt found an Austin Spa that includes steam, sauna, AND hot tub...this is me doe. The solarium over-looking the skyline and lake is a plus. Staff was friendly. It’s the first bed I actually preferred to my own. Bonus is Rainey Street is right across as well as a walkway to convention center and rest of downtown. I’ll be back with my wife/family!"
5,Director of group sales,"Very good overall. Staff was friendly. Felt welcome all the time. My favorite thing in the hotel was the f&b. The food was great. The last time night of the event, was just great. My kudos to the entire team and the executive chef"
5,Amazing!,"Beautiful property with all the perks of a luxury hotel—good restaurants, spa and excellent service. I felt very well taken care of during my stay. Highly recommend for business or pleasure. Will definitely return."
5,Beautiful option in downtown,"Recently stayed at the Fairmont for a large conference. The hotel and service could not have been any better. Staff that couldn’t do enough to make sure you were comfortable and enjoying your stay. Beautiful rooms and excellent food & beverage. One criticism is that there were no outlets on the desk to plug in laptop but other than that, couldn’t find one thing wrong. Loved it."
5,Exceptional Staff,"This newer property in Austin made me feel pampered from the moment I arrived. The staff is warm, welcoming, and care about their guests. The rooms are well appointed and upscale. And the banquet meals are far from ordinary. Thank you Fairmont for a memorable stay!"
5,Great hotel,"Went to Austin on a quick turn visit for business. The Fairmount hotel was perfect for the purpose. Clean, fast, and upscale. It was an excellent value. The bed slept well and the bathroom was large, spotless, and well thought out. I’ll be back many times."
5,"Friendly, helpful staff; spacious, well-appointed rooms; excellent amenities","Fairmont Austin is centrally located and ideal for the business traveller who values convenience, top notch service, comfortable rooms, and a terrific choice of dining and lounge areas - all at a reasonable price."
5,An excellent Fairmont experience,"If you're in Austin for business or pleasure, the Fairmont is a great hotel for your stay. I was in town for a quick business trip and my company arranged my stay for me. Having stayed at other Fairmont hotels, I was glad to see that hotel name on my itinerary! The Fairmont Austin lived up to my Fairmont expectations for service, cleanliness, and overall comfort. I enjoyed dining at one of their restaurants for breakfast, too. The location seemed convenient if you're attending an event at the Convention Center, and it was just a short walk to where I needed to be downtown. It might be a little out of the way compared to other hotels right in the heart of the city, but I enjoyed my stay and would stay there again."
5,Fabulous Place To Stay In Austin,The Fairmont is a gorgeous hotel - conveniently located - with a staff that goes out of their way to help! Highly recommend! Their restaurants are fabulous too! Don't miss the 7th floor bar - the view is amazing. And the coffee shop in the lobby has cute gifts & quick bites that are delicious.
5,Best and most bang for your buck,"Stay at Fairmont for less than $250 a night, don’t spend the $400 a night and more at four seasons and have a wonderful stay!! Great views at 30th floor and higher, beautiful restaurant and bar. Wonderful rooms and great showers. Staff are super nice and accommodating. Also connectedTo Austin convention center by walkway which was great when it was raining."
2,Poor Choice for Business Travelers,"Poor value for the money. As a business traveler, I wouldn't stay there again. Did not provide an invoice for quick check out in morning and front desk was grossly understaffed. Still trying to get an invoice - they literally did not answer the phone today, when I called, rang and rang. Fairmount reservations, when they finally answered, couldn't provide an invoice either, said to call back to hotel (that didn't answer phone!). Pretty amazing for a allegedly premium hotel. Upcharged for internet, also kind of shameless for a $340/night room. Cheap (knock off) Keurig-like machine merely crushed the pods, no coffee. Good Lord, I've had much, much better business service at modest motels! You'd think they could stick an invoice under your door, like pretty much any motel chain has figured out how to do."
5,Excellent!,"Hands down one of the best hotel experiences I've ever had. I attended a work conference at the Fairmont Austin and was impressed from the moment I arrived to the moment I checked out. Comfortable beds, impeccable cleanliness, and first-rate service! I'll definitely be back"
5,Exquisite!,"Their newest property and definitely a GREAT property! Everyone and everything from day one until the final day, everyone was absolutely perfect. Two highlights, the bartenders went out of their way to make a cocktail that was not on the menu without hesitation. Then there was Effi(sp) in the coffee/gift shop, who was just as warm & inviting on day one as on day 4!! Cannot thank them all enough."
5,Great Location and Friendly Staff,Wonderful Hotel! The Staff was great and the overall experience from start to finish was delightful. I would definitely recommend this hotel chain to everyone. I really enjoyed my time away from home as they made my stay comfortable and entertaining.
5,Fabulous Hotel ... Wish I Could Have Had Their Robe,"First time staying at this hotel. Magnificent property. Tremendous views of the city. Excellent food. Outstanding customer service. Cool decor. Comfortable beds. A very nice place to stay. Only two negatives: 1) The hallways & conference room were very cold. Part of it was the outside temperature being very frigid but they never got warm. 2) I really wanted one of the Fairmont white bath robes that were in the room. None of the shops or spa had one available. Otherwise, tremendous stay."
5,Fantastic location and service!,"I love staying at the Fairmont when I’m in Austin. It’s got a great location with lots of restaurants within walking or quick ride distance. The gym is fantastic and I have bet tried the pool myself but my friends had an awesome day so I trust their experience also. This visit, I made a small request when I checked in and Roger at reception was able to accommodate, which really added to my stay! I’ll be back in a month and am so looking forward to the serenity of my room (and a drink at the awesome bar!)"
5,"Great hotel, terrific customer service!","Great hotel, clean comfortable rooms (loved the shower), service was excellent. Location is convenient to all Austin has to offer. Short ride to the airport (always a plus). Would return next time I’m in Austin."
5,Beautiful property downtown Austin,"Beautiful property, very convenient. Check in was convenient and quick. Room spacious, well appointed and very clean. Modern furniture, great bedding. Beautiful downtown view with extra large window. The bar a little loud but otherwise very nice and lively. Did not use the restaurant. Self parking very convenient within the building (of course, Valet also available)."
5,favorite hotel in Austin,"Another great stay at the Austin Fairmont. This is a lovely hotel with friendly, well-trained staff. I will look forward to my next trip to the Austin Fairmont. This hotel is a great addition to downtown Austin."
4,Beautiful Leisure Hotel,"I visited Austin, TX on business to inspect several hotels. I stayed at the Fairmont Austin. The hotel was just a 15-minute taxi ride from the airport. Outside doormen were very helpful. The registration line was long with only 2 clerks working. The registration foyer is rather small so there was a build'up of people with luggage on top of each other waiting to check-in. The actual check-in process was smooth and the hotel is clean."
5,Here for a conference but love it,I had a very nice experience at the Fairmount Austin. I was here for a conference. The food was delicious. It was a large group but the hotel’s staff was very efficient and accommodating. AV was on point. The room was conducive for a good night’s sleep. Would highly recommend the Fairmont while in Austin
4,NOVEMBER 2019 ( My Bday Celebration),"First of all we want to acknowledge Candice from the reservations department, she outdid herself as she helped us to book the BEST rate and optimize of our Accor points.We went to Austin to celebrate my 40th Bday, and we couldn´t have chosen a better place to stay. The hotel has a GREAT location! with over a 1000 rooms, yo never feel it is crowded ( just the bars, as they should bel!).At check in Jess, give us a floor upgrade to the 37th floor, with great views of the river and Rainey street. ( thanks Jess!!!)Great room overall (3731), nice size bathroom, closet, room space.On the not so great side: the room need more drawers. We made a comment on the water pressure to a staff member in the elevator and half an our later it was fixed!On my bday we received a chocolate chip cookie platter.Andrea ant Checkout was also patient and kind.We definitely recommend The Fairmont for your next stay in Austin. Great attention to detail, as they make an effort to get you to feel at home."
5,Review of stay at Fairmont,"This was the first time that I stayed at the Fairmont in Ausitn. My wife and i thoroughly enjoyed it. The hotel is beatiful. The empoyees are very helpful and cooperative. I liked the location of the hotel. All of this added to a very enjoyable one night stay at the Hotel.one more thing - I never received a copy fo the final bill, although i was told it would be emailed to me."
5,Great Business Destination,"I enjoyed my recent stay at the Austin Fairmont. The rooms and the staff were excellent - extremely helpful. Food was very good and the meeting facilities were excellent.The only issue or challenge, which isn't really their fault but something to work with the city is exiting the property onto East Cesar Chavez. If there was someway to reroute leaving the property that would be helpful but of course it is Austin and downtown traffic is crazy."
3,Sleek New Hotel - Not Ready for Primetime,"Stayed here for Formula One race as did many others. Management clearly did not plan for guests demands being clumped around race events. Breakfast wait was intolerable as was the check-in line. Shame since it is a beautiful, but very expensive hotel."
5,Going to the F1,"Great stay and loved everything, especially the food. It's a great place close to many things in Austin, and even staying at the hotel is wonderful and lovely. The spa was great also. If I go back to Austin, I'm probably staying there again."
5,Totally excellent,"Even more than you might expect from such a quality hotel, truly luxurious, fabulous decor and all services at top level. Highly recommend. Was the Grand Prix weekend when we stayed so prices at the high end but still good value"
3,F1 weekend,First time staying at this property - very nice hotel - service was weak - appeared they weren’t prepared to handle a sold out weekend - breakfast service in the restaurant was especially slow - lots of complaints by fellow diners.
5,"Excellent hotel, good location","It's definitely a high-end hotel. The location is not as central to the city but it is only a few blocks away. It is right next to the convention center though, so that's nice. I got a package deal, so my room rates were managable. Otherwise, this can be an expensive place to stay in. I guess you pay for quality. There was no bathtubs in the room (at least not in mine), which was the only thing I picked on. Also, there were not a lot of movie channels to choose from (if that's important to you), and the towel felt slightly ""cheap"" for a high-end hotel. But overall, I was very happy with my stay."
5,Fairmont Austin,"a great property in a perfect location. the fairmont always does a good job. the only issue is that the air conditioning was a bit louder than I am used to at Fairmont Hotels. Otherwise, the perfect stay!"
5,Great Place to Stay in Downtown Austin,"Stayed here for a conference. The hotel is has amazing decor, great rooms, great service, and the restaurants in the hotel even match up to Austin's reputation as a great place for dining. Would definitely stay here again."
5,What a GREAT Hotel! With AMAZING staff!,"I came to this hotel for a blogging conference in November and had a FABULOUS time! The hotel staff treated us all like royalty - they were all friendly and conscientious and helpful. Without being cloying or fake, of course - they all seemed genuinely eager to help!Our room was lovely and the view was great. Loved the pool, the bars, and the fitness room. I have no complaints.I came here for business but brought my sister along as a companion. She loved the spa and said her massage was excellent.The concierge was very helpful when were asking about walking vs. driving to certain restaurants etc.I would highly recommend this hotel and will stay here again next time I'm in Austin."
5,Beautiful New(ish) Hotel in Downtown Austin,"First time at this hotel and to the City of Austin. Location is great and within walking distance to everything in downtown, 6th Street, Rainey Street and the river walking path. Beautiful hotel design with lovely common spaces and well thought out and comfortable rooms. Though this hotel was very busy, our room was quiet. The service we received from everyone at the hotel was excellent and accommodating. Great pool area and very large and modern gym. We would not hesitate to stay here again when we return to Austin....and we will!"
5,Austin FAM,"The property is awesome; staff were friendly and courteous, culinary was AMAZING! Conveniently located and easily accessible. LOVE that you have an option for self parking on-site. Will be back again!"
5,Fantastic stay!,All the staff went above and beyond in every way. Dave and Jessica were extremely thorough and helpful with two separate checking for my family at check in and also with dinner reservations. Garrisons was outstanding and everyone there went above and beyond. The omelet cook was great and got my boys eating vegetables in their omelets! We’re definitely coming back and are already looking forward to it again. Thanks all!
5,Great stay,"Beautiful, clean property in a very convenient location. The staff was very accommodating and food was better than most hotels. Underground parking was extremely convenient in bad weather conditions. Would come back many times."
5,Comfortable and relaxing weekend,"We stayed three nights at the Fairmont, booked last minute after an AirBNB property cancelled on us. Staying at the Fairmont was so relaxing and comfortable it made up for the other hassles we had experienced!Our room was spacious and comfortable, especially the bed.The location was great- walking distance to Rainey St and other attractions.We did not use the hotel dining, as there were so many other great places in the area to try."
4,A Delightful Stay,The adjoining rooms were perfect. The beds and the bedding were excellent. Food was the only weak area. Room Service had to remake an egg order. The restaurants were a bit of a puzzle. Hard to tell which one had the food we wanted for breakfast or dinner.
5,A wonderful location for a conference!,"I stayed at the Fairmont Austin for a conference and I was so pleasantly surprised by how lovely this hotel is. My room was on the 26th floor and had a lovely view of the city. I would recommend the city-side view over the river-side view. So beautiful. The lobby of the hotel is colorful, bright and luxurious! Really enjoyed the Revue restaurant - had 2 meals there. Our server during one of the meals was Alif Hornesby and he was one of the most attentive waiters I've had. Great communication and suggestions based on each person's tastes."
5,A Wonderful Stay at The Fairmont Austin,This hotel was beautiful. It smelled divine. The beds wear incredibly comfortable. The food was unique and so delicious. The bathrooms were spacious and spa like. I can't say enough good things about this place.
5,USA f1 gp,"Fantastic hotel , staff were brilliant , nothing was too much trouble for them . Helpful on where to go and places to see . Lobby was a great place to hang out for drinks and meeting people . Rooms were spotless , just need a bigger shower head for the size of the shower ."
5,Excellent venue for an event,Great place. For an event or meeting environment was very very nice Excellent staff and hotel accommodations are excellent. Also Easy access tosurrounding restaurants and points ofinterest. Airport is a 20 minute ride
5,All around amazing!,Gorgeous property and amazing staff. Visited for a work event and enjoyed everything about the property. Very clean and very attentive to my needs as a nursing mom.... super accommodating to my need to pump!
5,Must eat or Dine at Garrison,It was amazing! The food at Garrison Grill was perfect. Never had food prepared that way.Small plates but extremely well preparedThe hotel is niceLove their brunch which is different as well. You order what you want to try!
4,Alif at the Revue Restaurant,We visited the Revue Restaurant for a quick bite before we went out for the evening and Alif (Hornesby) provided the most professional service. He recommended delicious entrees to try and he did not disappoint. He was very attentive and extremely friendly. He really provided us with a great memorable experience. So much so that we went back the next evening with family. Thanks again Alif for a wonderful stay.
5,Returning again and again,"We've stayed here many times since it opened last year. It's beautiful, staffed with friendly eager-to-please people and has the best concierge lounge we've ever seen. Definitely go for the Gold rooms!"
5,Amazing hotel!,"I was here during the Formula 1 weekend and this place was really fantastic. Great rooms, friendly and professional service, the swimming pool was really large and I had a great time at this hotel. 5 stars from me."
5,Beautiful Hotel,"This is a top quality hotel filled with luxury and top notch service. They have a great brunch, and delicious lunch items. The bar upstairs has a great view of the city at night, and the pool is really beautiful. The lobby bar has tons of seating and great environment to have a night cap."
4,Gold Stay was Wonderful,"The Gold Level stay was amazing. Excellent room, shower, turn-down service, cleanliness and more. The food was excellent both in the gold level lounge in the dining restaurant. The fitness center was well stocked and a great view of windows."
3,Nice property disappointing service,"I stayed Monday and Tuesday for Forrester event. Impressed with nice facility and friendly door bus boy and front desk. However, I left a plate w/ leftover food outside the door Tuesday night, can't believe it was still there Wednesday morning! Also I left my Oral-B electronic tooth brush in the room. Called first time when I found out after I got home. Front desk transffered me to ""Lost and Found"" (around Thursday 12am when I got home), the guy at duty said he doesn't have anything. I asked if he could check the room 3321 that I stayed, he said he/they would when there is no customer in the room, and ask me to call back next day, didn't take my contact number. I didn't feel he cares about my loss at all, he didn't seem to plan to make any effort helping me check further.For a hotel like Fairmont, I expect people would take proactive action to make sure customer has good experience at your hotel. I stayed at less of a hotel before that the lost and found service even mailed back my stuff left in the room.So quite disappointed of the service."
3,Fairmont Austin,"I stayed at the Fairmont for the F1 with the normal circus that comes with it. Was a good hotel, the location is right in between 6th street and Rainey Street but was disappointed with choice of restaurants in the local area, expected more choice if honest.Whilst i very much liked the hotel we ate in the restaurant for 1 night and the service was poor, grumpy waiter who couldn't wait to be rid of us.When i checked my bank account when i got back to UK, i saw that i had been charged near extra £2000 on my card which shouldn't have been charged as the hotel was fully paid for in advance!!!Hence why I'm rating service as 2 out of 5 for this trip."
5,Great hotel,Great hotel. It's in fantastic condition. It has multiple great restaurants. It's in a convenient location to Rainey St. and to 6th Street. Beds are comfortable. Bathrooms are new. Can't recommend it enough.
5,Excellent Stay,Just a wonderful stay at the Farimont Austin. Some great meals at the Revue and Garrison's. Perfect for Business. Excellent Room and even had Fox Business News channel on TV. Great Self Park. Great Location with close walk to Pete's Dueling Piano
5,Excellent accommodations and service,"I was here for a business trip. Rooms were clean, well kept and comfortable. Restaurants and bars were great, and service was superb. The hotel staff that worked our conference was professional and friendly. I will definitely return next time I am in Austin."
5,Dinner in Reveu,"Dinner was excellent and Alif provided the best service. He recommended appetizers and did not disappoint. He went above and beyond to provide a very memorable experience. If you are ever in Austin, stop by the Reveu and ask for Alif."
5,it's all good,"Excellent room and very comfortable bed. The hotel is connected by a covered walkway to the convention center in case it rains. It was a bit of a walk to the registration desk of our convention but all in all, it was good exercise."
5,Cool 😎 Coolest hotel 🏨,"Great location across the street from the convention center connected by a overhead walkway. Close to Austin’s music 🎶 venues on 6th street, shopping 🛍 and by the river which locals call “Lady Bird Lake” seriously 😐 it’s a river lol 😝. Hotel has great food, fabulous live music and excellent accommodations. Highly recommended."
5,Amazing property in Austin - would stay here again,"Even the best hotels have issues with service, room and construction quality, you see it all over. I have not seen one issue with the Fairmont, 100s across the board. The only one minor minor negative was that that water pressure could be stronger but i must qualify this as I love the water pressure REALLY strong so its more me lol. great property, stay here if in Austin."
5,Loved the Fairmont Austin!,"We stayed for the F1 race and enjoyed our visit. It was a busy weekend but the Fairmont didn’t miss a beat. The hotel is beautiful, the staff were very helpful, and the coffee shop made for a great start each day. We’ll return for sure!"
5,Formula 1 Grand Prix Weekend.,"I recently stayed at the Fairmont Austin over the Formula 1 Grand Prix weekend. Every hotel for miles around was stuffed to the gills, as was the Fairmont. However, they never dropped the ball. Excellent service, great attention to detail and a willingness to help out any guest. the place was very expensive that weekend, but well worth it. the only snag we had was getting into the Revue Restaurant. The line was 40 minutes, so we went to the Moonshine for breakfast. That was also brilliant."
5,F1 weekend,"Enjoyed the hospitality of the hotel, the staff was pleasant. The breakfast bar, was great. Check in was easy and we arrived in time for the desert bar. Nice quite lounge to enjoy at drink watching the TV."
3,Not quite up to Fairmont Standard...,"I have not stayed at a Fairmont Hotel is a while, last one was in 2012 before I joined TripAdvisor. I remembered it as a solid brand for luxury, however in Austin I was very disappointed. The property was generic and rooms were poorly appointed, it reminded me of a Marriott, cheap scratchy linen and lack luster interior. Additionally, the walls were paper thin and I heard too much of my neighbors morning rituals. Additionally, the check out was a mess, with a line a mile long. There was a convention ending and everyone checked out on mass. With that said at least the staff were super helpful, especially the bar staff in the lobby."
